,Fecha,Hora,AE_kWh
2664,20/10/2020,1,0.22
2665,20/10/2020,2,0.208
2666,20/10/2020,3,0.203
2667,20/10/2020,4,0.208
2668,20/10/2020,5,0.21
2669,20/10/2020,6,0.225
2670,20/10/2020,7,0.342
2671,20/10/2020,8,0.282
2672,20/10/2020,9,0.205
2673,20/10/2020,10,0.758
2674,20/10/2020,11,0.234
2675,20/10/2020,12,0.208
2676,20/10/2020,13,0.195
2677,20/10/2020,14,0.194
2678,20/10/2020,15,0.194
2679,20/10/2020,16,0.194
2680,20/10/2020,17,0.194
2681,20/10/2020,18,0.193
2682,20/10/2020,19,0.195
2683,20/10/2020,20,0.197
2684,20/10/2020,21,0.266
2685,20/10/2020,22,0.318
2686,20/10/2020,23,0.33
2687,20/10/2020,24,0.377
2688,21/10/2020,1,0.248
2689,21/10/2020,2,0.268
2690,21/10/2020,3,0.208
2691,21/10/2020,4,0.206
2692,21/10/2020,5,0.202
2693,21/10/2020,6,0.201
2694,21/10/2020,7,0.201
2695,21/10/2020,8,0.322
2696,21/10/2020,9,0.207
2697,21/10/2020,10,0.194
2698,21/10/2020,11,0.194
2699,21/10/2020,12,0.195
2700,21/10/2020,13,0.195
2701,21/10/2020,14,0.194
2702,21/10/2020,15,0.194
2703,21/10/2020,16,0.35
2704,21/10/2020,17,0.31
2705,21/10/2020,18,0.329
2706,21/10/2020,19,0.287
2707,21/10/2020,20,0.197
2708,21/10/2020,21,0.195
2709,21/10/2020,22,0.421
2710,21/10/2020,23,0.346
2711,21/10/2020,24,0.232
2712,22/10/2020,1,0.218
2713,22/10/2020,2,0.202
2714,22/10/2020,3,0.203
2715,22/10/2020,4,0.208
2716,22/10/2020,5,0.196
2717,22/10/2020,6,0.197
2718,22/10/2020,7,0.254
2719,22/10/2020,8,0.349
2720,22/10/2020,9,0.195
2721,22/10/2020,10,0.194
2722,22/10/2020,11,0.193
2723,22/10/2020,12,0.19
2724,22/10/2020,13,0.232
2725,22/10/2020,14,0.204
2726,22/10/2020,15,0.284
2727,22/10/2020,16,0.501
2728,22/10/2020,17,0.52
2729,22/10/2020,18,0.464
2730,22/10/2020,19,0.631
2731,22/10/2020,20,0.234
2732,22/10/2020,21,0.266
2733,22/10/2020,22,0.324
2734,22/10/2020,23,0.311
2735,22/10/2020,24,0.258
2736,23/10/2020,1,0.229
2737,23/10/2020,2,0.203
2738,23/10/2020,3,0.2
2739,23/10/2020,4,0.202
2740,23/10/2020,5,0.197
2741,23/10/2020,6,0.219
2742,23/10/2020,7,0.29
2743,23/10/2020,8,0.231
2744,23/10/2020,9,0.197
2745,23/10/2020,10,0.189
2746,23/10/2020,11,0.188
2747,23/10/2020,12,0.189
2748,23/10/2020,13,0.191
2749,23/10/2020,14,0.19
2750,23/10/2020,15,0.191
2751,23/10/2020,16,0.191
2752,23/10/2020,17,0.19
2753,23/10/2020,18,0.191
2754,23/10/2020,19,0.189
2755,23/10/2020,20,0.191
2756,23/10/2020,21,0.228
2757,23/10/2020,22,0.378
2758,23/10/2020,23,0.422
2759,23/10/2020,24,0.337
2760,24/10/2020,1,0.27
2761,24/10/2020,2,0.203
2762,24/10/2020,3,0.199
2763,24/10/2020,4,0.203
2764,24/10/2020,5,0.201
2765,24/10/2020,6,0.201
2766,24/10/2020,7,0.201
2767,24/10/2020,8,0.199
2768,24/10/2020,9,0.228
2769,24/10/2020,10,0.987
2770,24/10/2020,11,0.805
2771,24/10/2020,12,0.256
2772,24/10/2020,13,0.219
2773,24/10/2020,14,0.403
2774,24/10/2020,15,1.526
2775,24/10/2020,16,0.361
2776,24/10/2020,17,0.412
2777,24/10/2020,18,0.331
2778,24/10/2020,19,0.197
2779,24/10/2020,20,0.196
2780,24/10/2020,21,0.203
2781,24/10/2020,22,0.202
2782,24/10/2020,23,0.201
2783,24/10/2020,24,0.323
2784,25/10/2020,1,0.274
2785,25/10/2020,2,0.219
2786,25/10/2020,3,0.21
2787,25/10/2020,4,0.211
2788,25/10/2020,5,0.212
2789,25/10/2020,6,0.21
2790,25/10/2020,7,0.209
2791,25/10/2020,8,0.214
2792,25/10/2020,9,0.204
2793,25/10/2020,10,0.425
2794,25/10/2020,11,0.196
2795,25/10/2020,12,0.201
2796,25/10/2020,13,0.244
2797,25/10/2020,14,0.221
2798,25/10/2020,15,1.323
2799,25/10/2020,16,1.059
2800,25/10/2020,17,0.397
2801,25/10/2020,18,0.343
2802,25/10/2020,19,0.205
2803,25/10/2020,20,0.209
2804,25/10/2020,21,0.205
2805,25/10/2020,22,0.205
2806,25/10/2020,23,0.264
2807,25/10/2020,24,0.32
2808,25/10/2020,25,0.27
2809,26/10/2020,1,0.266
2810,26/10/2020,2,0.231
2811,26/10/2020,3,0.211
2812,26/10/2020,4,0.212
2813,26/10/2020,5,0.21
2814,26/10/2020,6,0.232
2815,26/10/2020,7,0.309
2816,26/10/2020,8,0.23
2817,26/10/2020,9,0.2
2818,26/10/2020,10,0.199
2819,26/10/2020,11,0.199
2820,26/10/2020,12,0.201
2821,26/10/2020,13,0.2
2822,26/10/2020,14,0.2
2823,26/10/2020,15,0.2
2824,26/10/2020,16,0.2
2825,26/10/2020,17,0.201
2826,26/10/2020,18,0.202
2827,26/10/2020,19,0.203
2828,26/10/2020,20,0.255
2829,26/10/2020,21,0.333
2830,26/10/2020,22,0.378
2831,26/10/2020,23,0.306
2832,26/10/2020,24,0.213
2833,27/10/2020,1,0.207
2834,27/10/2020,2,0.201
2835,27/10/2020,3,0.203
2836,27/10/2020,4,0.204
2837,27/10/2020,5,0.202
2838,27/10/2020,6,0.199
2839,27/10/2020,7,0.197
2840,27/10/2020,8,0.325
2841,27/10/2020,9,0.309
2842,27/10/2020,10,0.679
2843,27/10/2020,11,0.263
2844,27/10/2020,12,0.234
2845,27/10/2020,13,0.196
2846,27/10/2020,14,0.196
2847,27/10/2020,15,1.281
2848,27/10/2020,16,0.471
2849,27/10/2020,17,0.319
2850,27/10/2020,18,0.37
2851,27/10/2020,19,0.274
2852,27/10/2020,20,0.226
2853,27/10/2020,21,0.208
2854,27/10/2020,22,0.262
2855,27/10/2020,23,0.325
2856,27/10/2020,24,0.23
2857,28/10/2020,1,0.266
2858,28/10/2020,2,0.224
2859,28/10/2020,3,0.207
2860,28/10/2020,4,0.214
2861,28/10/2020,5,0.206
2862,28/10/2020,6,0.202
2863,28/10/2020,7,0.313
2864,28/10/2020,8,0.215
2865,28/10/2020,9,0.195
2866,28/10/2020,10,0.194
2867,28/10/2020,11,0.2
2868,28/10/2020,12,0.19
2869,28/10/2020,13,0.19
2870,28/10/2020,14,0.191
2871,28/10/2020,15,0.19
2872,28/10/2020,16,0.19
2873,28/10/2020,17,0.191
2874,28/10/2020,18,0.191
2875,28/10/2020,19,0.193
2876,28/10/2020,20,0.242
2877,28/10/2020,21,0.394
2878,28/10/2020,22,0.383
2879,28/10/2020,23,0.359
2880,28/10/2020,24,0.311
2881,29/10/2020,1,0.223
2882,29/10/2020,2,0.213
2883,29/10/2020,3,0.209
2884,29/10/2020,4,0.211
2885,29/10/2020,5,0.209
2886,29/10/2020,6,0.208
2887,29/10/2020,7,0.209
2888,29/10/2020,8,0.273
2889,29/10/2020,9,0.496
2890,29/10/2020,10,0.553
2891,29/10/2020,11,0.518
2892,29/10/2020,12,0.266
2893,29/10/2020,13,0.201
2894,29/10/2020,14,0.263
2895,29/10/2020,15,0.272
2896,29/10/2020,16,0.307
2897,29/10/2020,17,0.482
2898,29/10/2020,18,0.539
2899,29/10/2020,19,0.493
2900,29/10/2020,20,0.397
2901,29/10/2020,21,0.345
2902,29/10/2020,22,0.447
2903,29/10/2020,23,0.327
2904,29/10/2020,24,0.327
2905,30/10/2020,1,0.242
2906,30/10/2020,2,0.218
2907,30/10/2020,3,0.212
2908,30/10/2020,4,0.214
2909,30/10/2020,5,0.212
2910,30/10/2020,6,0.243
2911,30/10/2020,7,0.242
2912,30/10/2020,8,0.287
2913,30/10/2020,9,0.204
2914,30/10/2020,10,0.201
2915,30/10/2020,11,0.209
2916,30/10/2020,12,0.377
2917,30/10/2020,13,0.392
2918,30/10/2020,14,0.441
2919,30/10/2020,15,0.303
2920,30/10/2020,16,0.334
2921,30/10/2020,17,0.264
2922,30/10/2020,18,0.331
2923,30/10/2020,19,0.365
2924,30/10/2020,20,0.208
2925,30/10/2020,21,0.206
2926,30/10/2020,22,0.206
2927,30/10/2020,23,0.204
2928,30/10/2020,24,0.259
2929,31/10/2020,1,0.238
2930,31/10/2020,2,0.22
2931,31/10/2020,3,0.212
2932,31/10/2020,4,0.212
2933,31/10/2020,5,0.212
2934,31/10/2020,6,0.216
2935,31/10/2020,7,0.271
2936,31/10/2020,8,0.213
2937,31/10/2020,9,0.227
2938,31/10/2020,10,0.44
2939,31/10/2020,11,0.228
2940,31/10/2020,12,0.206
2941,31/10/2020,13,0.205
2942,31/10/2020,14,0.208
2943,31/10/2020,15,0.198
2944,31/10/2020,16,0.199
2945,31/10/2020,17,0.199
2946,31/10/2020,18,0.201
2947,31/10/2020,19,0.203
2948,31/10/2020,20,0.206
2949,31/10/2020,21,0.207
2950,31/10/2020,22,0.32
2951,31/10/2020,23,0.413
2952,31/10/2020,24,0.308
2953,01/11/2020,1,0.231
2954,01/11/2020,2,0.268
2955,01/11/2020,3,0.219
2956,01/11/2020,4,0.218
2957,01/11/2020,5,0.212
2958,01/11/2020,6,0.214
2959,01/11/2020,7,0.236
2960,01/11/2020,8,0.444
2961,01/11/2020,9,0.205
2962,01/11/2020,10,0.203
2963,01/11/2020,11,0.203
2964,01/11/2020,12,0.204
2965,01/11/2020,13,0.241
2966,01/11/2020,14,0.262
2967,01/11/2020,15,0.251
2968,01/11/2020,16,0.246
2969,01/11/2020,17,0.247
2970,01/11/2020,18,0.246
2971,01/11/2020,19,0.255
2972,01/11/2020,20,0.301
2973,01/11/2020,21,0.387
2974,01/11/2020,22,0.368
2975,01/11/2020,23,0.352
2976,01/11/2020,24,0.409
2977,02/11/2020,1,0.22
2978,02/11/2020,2,0.202
2979,02/11/2020,3,0.199
2980,02/11/2020,4,0.201
2981,02/11/2020,5,0.2
2982,02/11/2020,6,0.198
2983,02/11/2020,7,0.197
2984,02/11/2020,8,0.417
2985,02/11/2020,9,0.192
2986,02/11/2020,10,1.037
2987,02/11/2020,11,0.247
2988,02/11/2020,12,0.247
2989,02/11/2020,13,0.3
2990,02/11/2020,14,0.295
2991,02/11/2020,15,0.295
2992,02/11/2020,16,0.355
2993,02/11/2020,17,0.299
2994,02/11/2020,18,0.302
2995,02/11/2020,19,0.27
2996,02/11/2020,20,0.356
2997,02/11/2020,21,0.324
2998,02/11/2020,22,0.308
2999,02/11/2020,23,0.327
3000,02/11/2020,24,0.236
3001,03/11/2020,1,0.2
3002,03/11/2020,2,0.199
3003,03/11/2020,3,0.2
3004,03/11/2020,4,0.202
3005,03/11/2020,5,0.252
3006,03/11/2020,6,0.205
3007,03/11/2020,7,0.2
3008,03/11/2020,8,0.268
3009,03/11/2020,9,0.192
3010,03/11/2020,10,0.187
3011,03/11/2020,11,0.367
3012,03/11/2020,12,0.198
3013,03/11/2020,13,0.193
3014,03/11/2020,14,0.193
3015,03/11/2020,15,0.266
3016,03/11/2020,16,0.312
3017,03/11/2020,17,0.318
3018,03/11/2020,18,0.338
3019,03/11/2020,19,0.32
3020,03/11/2020,20,0.203
3021,03/11/2020,21,0.207
3022,03/11/2020,22,0.323
3023,03/11/2020,23,0.467
3024,03/11/2020,24,0.287
3025,04/11/2020,1,0.214
3026,04/11/2020,2,0.2
3027,04/11/2020,3,0.198
3028,04/11/2020,4,0.2
3029,04/11/2020,5,0.199
3030,04/11/2020,6,0.198
3031,04/11/2020,7,0.32
3032,04/11/2020,8,0.246
3033,04/11/2020,9,0.212
3034,04/11/2020,10,0.193
3035,04/11/2020,11,0.192
3036,04/11/2020,12,0.188
3037,04/11/2020,13,0.189
3038,04/11/2020,14,0.193
3039,04/11/2020,15,0.192
3040,04/11/2020,16,0.19
3041,04/11/2020,17,0.187
3042,04/11/2020,18,0.19
3043,04/11/2020,19,0.194
3044,04/11/2020,20,0.196
3045,04/11/2020,21,0.192
3046,04/11/2020,22,0.243
3047,04/11/2020,23,0.346
3048,04/11/2020,24,0.338
3049,05/11/2020,1,0.262
3050,05/11/2020,2,0.217
3051,05/11/2020,3,0.209
3052,05/11/2020,4,0.209
3053,05/11/2020,5,0.213
3054,05/11/2020,6,0.208
3055,05/11/2020,7,0.26
3056,05/11/2020,8,0.282
3057,05/11/2020,9,0.212
3058,05/11/2020,10,0.204
3059,05/11/2020,11,0.371
3060,05/11/2020,12,0.2
3061,05/11/2020,13,0.197
3062,05/11/2020,14,0.202
3063,05/11/2020,15,0.329
3064,05/11/2020,16,0.234
3065,05/11/2020,17,0.218
3066,05/11/2020,18,0.236
3067,05/11/2020,19,0.246
3068,05/11/2020,20,0.201
3069,05/11/2020,21,0.199
3070,05/11/2020,22,0.274
3071,05/11/2020,23,0.38
3072,05/11/2020,24,0.333
3073,06/11/2020,1,0.211
3074,06/11/2020,2,0.2
3075,06/11/2020,3,0.202
3076,06/11/2020,4,0.198
3077,06/11/2020,5,0.196
3078,06/11/2020,6,0.199
3079,06/11/2020,7,0.198
3080,06/11/2020,8,0.298
3081,06/11/2020,9,0.198
3082,06/11/2020,10,0.208
3083,06/11/2020,11,1.093
3084,06/11/2020,12,0.439
3085,06/11/2020,13,0.908
3086,06/11/2020,14,1.272
3087,06/11/2020,15,1.86
3088,06/11/2020,16,1.017
3089,06/11/2020,17,1.072
3090,06/11/2020,18,0.417
3091,06/11/2020,19,0.198
3092,06/11/2020,20,0.197
3093,06/11/2020,21,0.191
3094,06/11/2020,22,0.297
3095,06/11/2020,23,0.319
3096,06/11/2020,24,0.269
3097,07/11/2020,1,0.21
3098,07/11/2020,2,0.204
3099,07/11/2020,3,0.201
3100,07/11/2020,4,0.198
3101,07/11/2020,5,0.198
3102,07/11/2020,6,0.201
3103,07/11/2020,7,0.197
3104,07/11/2020,8,0.318
3105,07/11/2020,9,0.284
3106,07/11/2020,10,0.22
3107,07/11/2020,11,0.303
3108,07/11/2020,12,0.242
3109,07/11/2020,13,0.205
3110,07/11/2020,14,0.209
3111,07/11/2020,15,0.22
3112,07/11/2020,16,0.188
3113,07/11/2020,17,0.191
3114,07/11/2020,18,0.189
3115,07/11/2020,19,0.188
3116,07/11/2020,20,0.192
3117,07/11/2020,21,0.255
3118,07/11/2020,22,0.378
3119,07/11/2020,23,0.359
3120,07/11/2020,24,0.384
3121,08/11/2020,1,0.379
3122,08/11/2020,2,0.287
3123,08/11/2020,3,0.224
3124,08/11/2020,4,0.212
3125,08/11/2020,5,0.208
3126,08/11/2020,6,0.228
3127,08/11/2020,7,0.248
3128,08/11/2020,8,0.265
3129,08/11/2020,9,0.202
3130,08/11/2020,10,0.198
3131,08/11/2020,11,0.396
3132,08/11/2020,12,0.239
3133,08/11/2020,13,0.332
3134,08/11/2020,14,0.792
3135,08/11/2020,15,0.5
3136,08/11/2020,16,0.394
3137,08/11/2020,17,0.374
3138,08/11/2020,18,0.204
3139,08/11/2020,19,0.189
3140,08/11/2020,20,0.193
3141,08/11/2020,21,0.194
3142,08/11/2020,22,0.198
3143,08/11/2020,23,0.305
3144,08/11/2020,24,0.33
3145,09/11/2020,1,0.197
3146,09/11/2020,2,0.194
3147,09/11/2020,3,0.197
3148,09/11/2020,4,0.2
3149,09/11/2020,5,0.198
3150,09/11/2020,6,0.196
3151,09/11/2020,7,0.192
3152,09/11/2020,8,0.398
3153,09/11/2020,9,0.232
3154,09/11/2020,10,0.214
3155,09/11/2020,11,0.247
3156,09/11/2020,12,0.196
3157,09/11/2020,13,0.198
3158,09/11/2020,14,0.215
3159,09/11/2020,15,0.464
3160,09/11/2020,16,0.542
3161,09/11/2020,17,0.598
3162,09/11/2020,18,0.371
3163,09/11/2020,19,0.19
3164,09/11/2020,20,0.192
3165,09/11/2020,21,0.194
3166,09/11/2020,22,0.372
3167,09/11/2020,23,0.246
3168,09/11/2020,24,0.221
3169,10/11/2020,1,0.255
3170,10/11/2020,2,0.206
3171,10/11/2020,3,0.202
3172,10/11/2020,4,0.203
3173,10/11/2020,5,0.2
3174,10/11/2020,6,0.217
3175,10/11/2020,7,0.393
3176,10/11/2020,8,0.226
3177,10/11/2020,9,0.193
3178,10/11/2020,10,0.805
3179,10/11/2020,11,0.43
3180,10/11/2020,12,0.22
3181,10/11/2020,13,0.192
3182,10/11/2020,14,0.19
3183,10/11/2020,15,0.189
3184,10/11/2020,16,0.189
3185,10/11/2020,17,0.185
3186,10/11/2020,18,0.186
3187,10/11/2020,19,0.192
3188,10/11/2020,20,0.203
3189,10/11/2020,21,0.338
3190,10/11/2020,22,0.372
3191,10/11/2020,23,0.541
3192,10/11/2020,24,0.316
3193,11/11/2020,1,0.24
3194,11/11/2020,2,0.212
3195,11/11/2020,3,0.207
3196,11/11/2020,4,0.209
3197,11/11/2020,5,0.207
3198,11/11/2020,6,0.206
3199,11/11/2020,7,0.206
3200,11/11/2020,8,0.322
3201,11/11/2020,9,0.225
3202,11/11/2020,10,0.199
3203,11/11/2020,11,0.198
3204,11/11/2020,12,0.297
3205,11/11/2020,13,0.315
3206,11/11/2020,14,0.319
3207,11/11/2020,15,0.309
3208,11/11/2020,16,0.319
3209,11/11/2020,17,0.323
3210,11/11/2020,18,0.315
3211,11/11/2020,19,0.224
3212,11/11/2020,20,0.204
3213,11/11/2020,21,0.205
3214,11/11/2020,22,0.509
3215,11/11/2020,23,0.354
3216,11/11/2020,24,0.344
3217,12/11/2020,1,0.318
3218,12/11/2020,2,0.217
3219,12/11/2020,3,0.21
3220,12/11/2020,4,0.211
3221,12/11/2020,5,0.207
3222,12/11/2020,6,0.203
3223,12/11/2020,7,0.202
3224,12/11/2020,8,0.419
3225,12/11/2020,9,0.363
3226,12/11/2020,10,0.358
3227,12/11/2020,11,0.241
3228,12/11/2020,12,0.366
3229,12/11/2020,13,0.384
3230,12/11/2020,14,0.351
3231,12/11/2020,15,0.426
3232,12/11/2020,16,0.312
3233,12/11/2020,17,0.317
3234,12/11/2020,18,0.249
3235,12/11/2020,19,0.265
3236,12/11/2020,20,0.214
3237,12/11/2020,21,0.285
3238,12/11/2020,22,0.415
3239,12/11/2020,23,0.309
3240,12/11/2020,24,0.332
3241,13/11/2020,1,0.265
3242,13/11/2020,2,0.211
3243,13/11/2020,3,0.206
3244,13/11/2020,4,0.207
3245,13/11/2020,5,0.205
3246,13/11/2020,6,0.208
3247,13/11/2020,7,0.207
3248,13/11/2020,8,0.24
3249,13/11/2020,9,0.205
3250,13/11/2020,10,0.375
3251,13/11/2020,11,0.315
3252,13/11/2020,12,0.197
3253,13/11/2020,13,0.196
3254,13/11/2020,14,0.199
3255,13/11/2020,15,0.248
3256,13/11/2020,16,0.212
3257,13/11/2020,17,0.198
3258,13/11/2020,18,0.2
3259,13/11/2020,19,0.203
3260,13/11/2020,20,0.204
3261,13/11/2020,21,0.277
3262,13/11/2020,22,0.941
3263,13/11/2020,23,0.592
3264,13/11/2020,24,0.402
3265,14/11/2020,1,0.286
3266,14/11/2020,2,0.218
3267,14/11/2020,3,0.211
3268,14/11/2020,4,0.208
3269,14/11/2020,5,0.202
3270,14/11/2020,6,0.201
3271,14/11/2020,7,0.199
3272,14/11/2020,8,0.252
3273,14/11/2020,9,0.871
3274,14/11/2020,10,0.364
3275,14/11/2020,11,0.226
3276,14/11/2020,12,0.197
3277,14/11/2020,13,0.193
3278,14/11/2020,14,0.196
3279,14/11/2020,15,0.459
3280,14/11/2020,16,0.525
3281,14/11/2020,17,0.333
3282,14/11/2020,18,0.27
3283,14/11/2020,19,0.822
3284,14/11/2020,20,0.24
3285,14/11/2020,21,0.224
3286,14/11/2020,22,0.209
3287,14/11/2020,23,0.331
3288,14/11/2020,24,0.389
3289,15/11/2020,1,0.327
3290,15/11/2020,2,0.303
3291,15/11/2020,3,0.228
3292,15/11/2020,4,0.216
3293,15/11/2020,5,0.206
3294,15/11/2020,6,0.207
3295,15/11/2020,7,0.212
3296,15/11/2020,8,0.208
3297,15/11/2020,9,0.21
3298,15/11/2020,10,0.238
3299,15/11/2020,11,0.355
3300,15/11/2020,12,0.359
3301,15/11/2020,13,0.248
3302,15/11/2020,14,0.216
3303,15/11/2020,15,0.831
3304,15/11/2020,16,0.201
3305,15/11/2020,17,0.187
3306,15/11/2020,18,0.19
3307,15/11/2020,19,0.195
3308,15/11/2020,20,0.197
3309,15/11/2020,21,0.193
3310,15/11/2020,22,0.263
3311,15/11/2020,23,0.321
3312,15/11/2020,24,0.22
3313,16/11/2020,1,0.21
3314,16/11/2020,2,0.205
3315,16/11/2020,3,0.208
3316,16/11/2020,4,0.213
3317,16/11/2020,5,0.21
3318,16/11/2020,6,0.211
3319,16/11/2020,7,0.213
3320,16/11/2020,8,0.205
3321,16/11/2020,9,0.203
3322,16/11/2020,10,0.375
3323,16/11/2020,11,0.304
3324,16/11/2020,12,0.268
3325,16/11/2020,13,0.276
3326,16/11/2020,14,0.241
3327,16/11/2020,15,0.2
3328,16/11/2020,16,0.201
3329,16/11/2020,17,0.201
3330,16/11/2020,18,0.577
3331,16/11/2020,19,0.686
3332,16/11/2020,20,0.611
3333,16/11/2020,21,0.325
3334,16/11/2020,22,0.249
3335,16/11/2020,23,0.438
3336,16/11/2020,24,0.336
3337,17/11/2020,1,0.307
3338,17/11/2020,2,0.236
3339,17/11/2020,3,0.216
3340,17/11/2020,4,0.215
3341,17/11/2020,5,0.212
3342,17/11/2020,6,0.207
3343,17/11/2020,7,0.205
3344,17/11/2020,8,0.208
3345,17/11/2020,9,0.213
3346,17/11/2020,10,0.398
3347,17/11/2020,11,0.266
3348,17/11/2020,12,0.262
3349,17/11/2020,13,0.372
3350,17/11/2020,14,0.418
3351,17/11/2020,15,0.925
3352,17/11/2020,16,0.579
3353,17/11/2020,17,0.282
3354,17/11/2020,18,0.205
3355,17/11/2020,19,0.205
3356,17/11/2020,20,0.205
3357,17/11/2020,21,0.209
3358,17/11/2020,22,0.345
3359,17/11/2020,23,0.338
3360,17/11/2020,24,0.333
3361,18/11/2020,1,0.303
3362,18/11/2020,2,0.221
3363,18/11/2020,3,0.216
3364,18/11/2020,4,0.212
3365,18/11/2020,5,0.212
3366,18/11/2020,6,0.209
3367,18/11/2020,7,0.216
3368,18/11/2020,8,0.259
3369,18/11/2020,9,0.208
3370,18/11/2020,10,0.398
3371,18/11/2020,11,0.442
3372,18/11/2020,12,0.517
3373,18/11/2020,13,0.358
3374,18/11/2020,14,0.308
3375,18/11/2020,15,0.35
3376,18/11/2020,16,0.59
3377,18/11/2020,17,0.322
3378,18/11/2020,18,0.413
3379,18/11/2020,19,0.945
3380,18/11/2020,20,0.471
3381,18/11/2020,21,0.376
3382,18/11/2020,22,0.357
3383,18/11/2020,23,0.472
3384,18/11/2020,24,0.354
3385,19/11/2020,1,0.263
3386,19/11/2020,2,0.234
3387,19/11/2020,3,0.219
3388,19/11/2020,4,0.221
3389,19/11/2020,5,0.213
3390,19/11/2020,6,0.212
3391,19/11/2020,7,0.212
3392,19/11/2020,8,0.206
3393,19/11/2020,9,0.204
3394,19/11/2020,10,0.208
3395,19/11/2020,11,0.387
3396,19/11/2020,12,0.242
3397,19/11/2020,13,0.205
3398,19/11/2020,14,0.204
3399,19/11/2020,15,0.203
3400,19/11/2020,16,0.204
3401,19/11/2020,17,0.25
3402,19/11/2020,18,0.217
3403,19/11/2020,19,0.211
3404,19/11/2020,20,0.21
3405,19/11/2020,21,0.349
3406,19/11/2020,22,0.481
3407,19/11/2020,23,0.353
3408,19/11/2020,24,0.34
3409,20/11/2020,1,0.244
3410,20/11/2020,2,0.212
3411,20/11/2020,3,0.207
3412,20/11/2020,4,0.206
3413,20/11/2020,5,0.2
3414,20/11/2020,6,0.198
3415,20/11/2020,7,0.2
3416,20/11/2020,8,0.198
3417,20/11/2020,9,0.269
3418,20/11/2020,10,0.227
3419,20/11/2020,11,0.371
3420,20/11/2020,12,0.582
3421,20/11/2020,13,0.608
3422,20/11/2020,14,0.601
3423,20/11/2020,15,0.533
3424,20/11/2020,16,0.311
3425,20/11/2020,17,0.34
3426,20/11/2020,18,0.225
3427,20/11/2020,19,0.194
3428,20/11/2020,20,0.196
3429,20/11/2020,21,0.198
3430,20/11/2020,22,0.2
3431,20/11/2020,23,0.201
3432,20/11/2020,24,0.229
3433,21/11/2020,1,0.299
3434,21/11/2020,2,0.333
3435,21/11/2020,3,0.308
3436,21/11/2020,4,0.272
3437,21/11/2020,5,0.217
3438,21/11/2020,6,0.206
3439,21/11/2020,7,0.206
3440,21/11/2020,8,0.201
3441,21/11/2020,9,0.203
3442,21/11/2020,10,0.203
3443,21/11/2020,11,0.189
3444,21/11/2020,12,0.481
3445,21/11/2020,13,0.256
3446,21/11/2020,14,0.264
3447,21/11/2020,15,0.193
3448,21/11/2020,16,0.195
3449,21/11/2020,17,0.192
3450,21/11/2020,18,0.189
3451,21/11/2020,19,0.196
3452,21/11/2020,20,0.199
3453,21/11/2020,21,0.356
3454,21/11/2020,22,0.501
3455,21/11/2020,23,0.462
3456,21/11/2020,24,0.309
3457,22/11/2020,1,0.256
3458,22/11/2020,2,0.209
3459,22/11/2020,3,0.202
3460,22/11/2020,4,0.204
3461,22/11/2020,5,0.201
3462,22/11/2020,6,0.199
3463,22/11/2020,7,0.199
3464,22/11/2020,8,0.196
3465,22/11/2020,9,0.252
3466,22/11/2020,10,0.373
3467,22/11/2020,11,0.913
3468,22/11/2020,12,0.527
3469,22/11/2020,13,0.373
3470,22/11/2020,14,0.757
3471,22/11/2020,15,0.521
3472,22/11/2020,16,0.993
3473,22/11/2020,17,0.323
3474,22/11/2020,18,0.438
3475,22/11/2020,19,0.211
3476,22/11/2020,20,0.195
3477,22/11/2020,21,0.198
3478,22/11/2020,22,0.223
3479,22/11/2020,23,0.339
3480,22/11/2020,24,0.258
3481,23/11/2020,1,0.207
3482,23/11/2020,2,0.203
3483,23/11/2020,3,0.203
3484,23/11/2020,4,0.203
3485,23/11/2020,5,0.198
3486,23/11/2020,6,0.198
3487,23/11/2020,7,0.201
3488,23/11/2020,8,0.286
3489,23/11/2020,9,0.209
3490,23/11/2020,10,0.197
3491,23/11/2020,11,0.211
3492,23/11/2020,12,0.419
3493,23/11/2020,13,0.304
3494,23/11/2020,14,0.303
3495,23/11/2020,15,0.376
3496,23/11/2020,16,0.291
3497,23/11/2020,17,0.3
3498,23/11/2020,18,0.306
3499,23/11/2020,19,0.37
3500,23/11/2020,20,0.324
3501,23/11/2020,21,0.354
3502,23/11/2020,22,0.35
3503,23/11/2020,23,0.316
3504,23/11/2020,24,0.224
3505,24/11/2020,1,0.211
3506,24/11/2020,2,0.208
3507,24/11/2020,3,0.207
3508,24/11/2020,4,0.213
3509,24/11/2020,5,0.21
3510,24/11/2020,6,0.21
3511,24/11/2020,7,0.21
3512,24/11/2020,8,0.266
3513,24/11/2020,9,0.2
3514,24/11/2020,10,0.2
3515,24/11/2020,11,0.375
3516,24/11/2020,12,0.559
3517,24/11/2020,13,1.396
3518,24/11/2020,14,0.925
3519,24/11/2020,15,0.273
3520,24/11/2020,16,0.366
3521,24/11/2020,17,0.331
3522,24/11/2020,18,0.236
3523,24/11/2020,19,0.226
3524,24/11/2020,20,0.221
3525,24/11/2020,21,0.424
3526,24/11/2020,22,0.397
3527,24/11/2020,23,0.369
3528,24/11/2020,24,0.342
3529,25/11/2020,1,0.346
3530,25/11/2020,2,0.232
3531,25/11/2020,3,0.252
3532,25/11/2020,4,0.252
3533,25/11/2020,5,0.221
3534,25/11/2020,6,0.223
3535,25/11/2020,7,0.214
3536,25/11/2020,8,0.35
