,Fecha,Hora,AE_kWh
8298,11/06/2021,19,0.214
8299,11/06/2021,20,0.212
8300,11/06/2021,21,0.211
8301,11/06/2021,22,0.214
8302,11/06/2021,23,0.254
8303,11/06/2021,24,0.236
8304,12/06/2021,1,0.245
8305,12/06/2021,2,0.237
8306,12/06/2021,3,0.226
8307,12/06/2021,4,0.223
8308,12/06/2021,5,0.227
8309,12/06/2021,6,0.225
8310,12/06/2021,7,0.218
8311,12/06/2021,8,0.219
8312,12/06/2021,9,0.41
8313,12/06/2021,10,0.245
8314,12/06/2021,11,0.247
8315,12/06/2021,12,0.24
8316,12/06/2021,13,0.211
8317,12/06/2021,14,0.21
8318,12/06/2021,15,0.219
8319,12/06/2021,16,0.21
8320,12/06/2021,17,0.21
8321,12/06/2021,18,0.258
8322,12/06/2021,19,0.303
8323,12/06/2021,20,0.302
8324,12/06/2021,21,0.453
8325,12/06/2021,22,0.562
8326,12/06/2021,23,0.45
8327,12/06/2021,24,0.571
8328,13/06/2021,1,0.412
8329,13/06/2021,2,0.273
8330,13/06/2021,3,0.259
8331,13/06/2021,4,0.232
8332,13/06/2021,5,0.229
8333,13/06/2021,6,0.228
8334,13/06/2021,7,0.249
8335,13/06/2021,8,0.282
8336,13/06/2021,9,0.288
8337,13/06/2021,10,0.388
8338,13/06/2021,11,0.283
8339,13/06/2021,12,0.262
8340,13/06/2021,13,0.413
8341,13/06/2021,14,0.414
8342,13/06/2021,15,1.157
8343,13/06/2021,16,1.716
8344,13/06/2021,17,0.871
8345,13/06/2021,18,0.734
8346,13/06/2021,19,0.619
8347,13/06/2021,20,0.249
8348,13/06/2021,21,0.221
8349,13/06/2021,22,0.32
8350,13/06/2021,23,0.366
8351,13/06/2021,24,0.316
8352,14/06/2021,1,0.276
8353,14/06/2021,2,0.239
8354,14/06/2021,3,0.231
8355,14/06/2021,4,0.241
8356,14/06/2021,5,0.233
8357,14/06/2021,6,0.229
8358,14/06/2021,7,0.479
8359,14/06/2021,8,0.248
8360,14/06/2021,9,0.211
8361,14/06/2021,10,0.214
8362,14/06/2021,11,0.211
8363,14/06/2021,12,0.206
8364,14/06/2021,13,0.213
8365,14/06/2021,14,0.309
8366,14/06/2021,15,0.31
8367,14/06/2021,16,0.374
8368,14/06/2021,17,0.329
8369,14/06/2021,18,0.316
8370,14/06/2021,19,0.282
8371,14/06/2021,20,0.267
8372,14/06/2021,21,0.281
8373,14/06/2021,22,0.289
8374,14/06/2021,23,0.395
8375,14/06/2021,24,0.372
8376,15/06/2021,1,0.272
8377,15/06/2021,2,0.224
8378,15/06/2021,3,0.219
8379,15/06/2021,4,0.222
8380,15/06/2021,5,0.219
8381,15/06/2021,6,0.218
8382,15/06/2021,7,0.216
8383,15/06/2021,8,0.384
8384,15/06/2021,9,0.208
8385,15/06/2021,10,0.212
8386,15/06/2021,11,0.217
8387,15/06/2021,12,0.294
8388,15/06/2021,13,0.286
8389,15/06/2021,14,0.285
8390,15/06/2021,15,0.559
8391,15/06/2021,16,1.121
8392,15/06/2021,17,0.522
8393,15/06/2021,18,0.276
8394,15/06/2021,19,0.506
8395,15/06/2021,20,0.418
8396,15/06/2021,21,0.373
8397,15/06/2021,22,0.328
8398,15/06/2021,23,0.34
8399,15/06/2021,24,0.3
8400,16/06/2021,1,0.268
8401,16/06/2021,2,0.225
8402,16/06/2021,3,0.217
8403,16/06/2021,4,0.228
8404,16/06/2021,5,0.221
8405,16/06/2021,6,0.273
8406,16/06/2021,7,0.223
8407,16/06/2021,8,0.413
8408,16/06/2021,9,0.211
8409,16/06/2021,10,0.207
8410,16/06/2021,11,0.208
8411,16/06/2021,12,0.209
8412,16/06/2021,13,0.218
8413,16/06/2021,14,0.213
8414,16/06/2021,15,0.808
8415,16/06/2021,16,0.264
8416,16/06/2021,17,0.265
8417,16/06/2021,18,0.211
8418,16/06/2021,19,0.21
8419,16/06/2021,20,0.251
8420,16/06/2021,21,0.328
8421,16/06/2021,22,0.339
8422,16/06/2021,23,0.339
8423,16/06/2021,24,0.297
8424,17/06/2021,1,0.244
8425,17/06/2021,2,0.218
8426,17/06/2021,3,0.212
8427,17/06/2021,4,0.213
8428,17/06/2021,5,0.213
8429,17/06/2021,6,0.213
8430,17/06/2021,7,0.211
8431,17/06/2021,8,0.405
8432,17/06/2021,9,0.202
8433,17/06/2021,10,0.201
8434,17/06/2021,11,0.244
8435,17/06/2021,12,0.253
8436,17/06/2021,13,0.256
8437,17/06/2021,14,0.207
8438,17/06/2021,15,1.116
8439,17/06/2021,16,0.343
8440,17/06/2021,17,0.267
8441,17/06/2021,18,0.256
8442,17/06/2021,19,0.291
8443,17/06/2021,20,0.408
8444,17/06/2021,21,0.33
8445,17/06/2021,22,0.246
8446,17/06/2021,23,0.409
8447,17/06/2021,24,0.254
8448,18/06/2021,1,0.227
8449,18/06/2021,2,0.215
8450,18/06/2021,3,0.264
8451,18/06/2021,4,0.349
8452,18/06/2021,5,0.717
8453,18/06/2021,6,0.244
8454,18/06/2021,7,0.221
8455,18/06/2021,8,0.4
8456,18/06/2021,9,0.206
8457,18/06/2021,10,0.204
8458,18/06/2021,11,0.206
8459,18/06/2021,12,0.212
8460,18/06/2021,13,0.209
8461,18/06/2021,14,0.203
8462,18/06/2021,15,0.204
8463,18/06/2021,16,0.216
8464,18/06/2021,17,0.266
8465,18/06/2021,18,0.302
8466,18/06/2021,19,0.225
8467,18/06/2021,20,0.211
8468,18/06/2021,21,0.29
8469,18/06/2021,22,0.336
8470,18/06/2021,23,0.414
8471,18/06/2021,24,0.346
8472,19/06/2021,1,0.324
8473,19/06/2021,2,0.251
8474,19/06/2021,3,0.244
8475,19/06/2021,4,0.235
8476,19/06/2021,5,0.237
8477,19/06/2021,6,0.228
8478,19/06/2021,7,0.23
8479,19/06/2021,8,0.372
8480,19/06/2021,9,0.246
8481,19/06/2021,10,0.215
8482,19/06/2021,11,0.219
8483,19/06/2021,12,0.578
8484,19/06/2021,13,1.076
8485,19/06/2021,14,0.977
8486,19/06/2021,15,0.536
8487,19/06/2021,16,0.421
8488,19/06/2021,17,0.913
8489,19/06/2021,18,0.665
8490,19/06/2021,19,0.286
8491,19/06/2021,20,0.383
8492,19/06/2021,21,0.269
8493,19/06/2021,22,0.304
8494,19/06/2021,23,0.407
8495,19/06/2021,24,0.276
8496,20/06/2021,1,0.231
8497,20/06/2021,2,0.226
8498,20/06/2021,3,0.225
8499,20/06/2021,4,0.227
8500,20/06/2021,5,0.226
8501,20/06/2021,6,0.224
8502,20/06/2021,7,0.219
8503,20/06/2021,8,0.225
8504,20/06/2021,9,0.229
8505,20/06/2021,10,0.403
8506,20/06/2021,11,0.211
8507,20/06/2021,12,0.212
8508,20/06/2021,13,0.21
8509,20/06/2021,14,0.207
8510,20/06/2021,15,0.207
8511,20/06/2021,16,0.211
8512,20/06/2021,17,0.258
8513,20/06/2021,18,0.305
8514,20/06/2021,19,0.366
8515,20/06/2021,20,0.319
8516,20/06/2021,21,0.375
8517,20/06/2021,22,0.315
8518,20/06/2021,23,0.318
8519,20/06/2021,24,0.339
8520,21/06/2021,1,0.333
8521,21/06/2021,2,0.294
8522,21/06/2021,3,0.219
8523,21/06/2021,4,0.222
8524,21/06/2021,5,0.214
8525,21/06/2021,6,0.217
8526,21/06/2021,7,0.218
8527,21/06/2021,8,0.391
8528,21/06/2021,9,0.212
8529,21/06/2021,10,0.211
8530,21/06/2021,11,0.211
8531,21/06/2021,12,0.224
8532,21/06/2021,13,0.383
8533,21/06/2021,14,0.287
8534,21/06/2021,15,0.268
8535,21/06/2021,16,0.545
8536,21/06/2021,17,0.404
8537,21/06/2021,18,0.297
8538,21/06/2021,19,0.273
8539,21/06/2021,20,0.285
8540,21/06/2021,21,0.278
8541,21/06/2021,22,0.277
8542,21/06/2021,23,0.381
8543,21/06/2021,24,0.324
8544,22/06/2021,1,0.259
8545,22/06/2021,2,0.223
8546,22/06/2021,3,0.222
8547,22/06/2021,4,0.218
8548,22/06/2021,5,0.539
8549,22/06/2021,6,0.547
8550,22/06/2021,7,0.256
8551,22/06/2021,8,0.388
8552,22/06/2021,9,0.208
8553,22/06/2021,10,0.211
8554,22/06/2021,11,0.215
8555,22/06/2021,12,0.211
8556,22/06/2021,13,0.215
8557,22/06/2021,14,0.274
8558,22/06/2021,15,0.815
8559,22/06/2021,16,1.087
8560,22/06/2021,17,0.227
8561,22/06/2021,18,0.223
8562,22/06/2021,19,0.216
8563,22/06/2021,20,0.294
8564,22/06/2021,21,0.258
8565,22/06/2021,22,0.289
8566,22/06/2021,23,0.31
8567,22/06/2021,24,0.304
8568,23/06/2021,1,0.229
8569,23/06/2021,2,0.217
8570,23/06/2021,3,0.221
8571,23/06/2021,4,0.222
8572,23/06/2021,5,0.213
8573,23/06/2021,6,0.215
8574,23/06/2021,7,0.266
8575,23/06/2021,8,0.398
8576,23/06/2021,9,0.213
8577,23/06/2021,10,0.209
8578,23/06/2021,11,0.212
8579,23/06/2021,12,0.207
8580,23/06/2021,13,0.256
8581,23/06/2021,14,0.239
8582,23/06/2021,15,0.929
8583,23/06/2021,16,0.982
8584,23/06/2021,17,0.318
8585,23/06/2021,18,0.282
8586,23/06/2021,19,0.296
8587,23/06/2021,20,0.299
8588,23/06/2021,21,0.493
8589,23/06/2021,22,0.329
8590,23/06/2021,23,0.301
8591,23/06/2021,24,0.335
8592,24/06/2021,1,0.342
8593,24/06/2021,2,0.234
8594,24/06/2021,3,0.221
8595,24/06/2021,4,0.218
8596,24/06/2021,5,0.826
8597,24/06/2021,6,0.242
8598,24/06/2021,7,0.247
8599,24/06/2021,8,0.389
8600,24/06/2021,9,0.208
8601,24/06/2021,10,0.21
8602,24/06/2021,11,0.215
8603,24/06/2021,12,0.21
8604,24/06/2021,13,0.206
8605,24/06/2021,14,0.211
8606,24/06/2021,15,1.159
8607,24/06/2021,16,0.299
8608,24/06/2021,17,0.296
8609,24/06/2021,18,0.265
8610,24/06/2021,19,0.373
8611,24/06/2021,20,0.383
8612,24/06/2021,21,0.402
8613,24/06/2021,22,0.497
8614,24/06/2021,23,0.421
8615,24/06/2021,24,0.238
8616,25/06/2021,1,0.227
8617,25/06/2021,2,0.225
8618,25/06/2021,3,0.22
8619,25/06/2021,4,0.261
8620,25/06/2021,5,0.865
8621,25/06/2021,6,0.423
8622,25/06/2021,7,0.214
8623,25/06/2021,8,0.442
8624,25/06/2021,9,0.292
8625,25/06/2021,10,0.216
8626,25/06/2021,11,0.213
8627,25/06/2021,12,0.219
8628,25/06/2021,13,0.208
8629,25/06/2021,14,0.219
8630,25/06/2021,15,0.222
8631,25/06/2021,16,0.215
8632,25/06/2021,17,0.216
8633,25/06/2021,18,0.213
8634,25/06/2021,19,0.262
8635,25/06/2021,20,0.252
8636,25/06/2021,21,0.224
8637,25/06/2021,22,0.414
8638,25/06/2021,23,0.465
8639,25/06/2021,24,0.331
8640,26/06/2021,1,0.261
8641,26/06/2021,2,0.236
8642,26/06/2021,3,0.242
8643,26/06/2021,4,0.232
8644,26/06/2021,5,0.226
8645,26/06/2021,6,0.223
8646,26/06/2021,7,0.222
8647,26/06/2021,8,0.22
8648,26/06/2021,9,0.217
8649,26/06/2021,10,0.232
8650,26/06/2021,11,0.457
8651,26/06/2021,12,0.246
8652,26/06/2021,13,0.299
8653,26/06/2021,14,0.302
8654,26/06/2021,15,0.222
8655,26/06/2021,16,0.219
8656,26/06/2021,17,0.212
8657,26/06/2021,18,0.224
8658,26/06/2021,19,0.24
8659,26/06/2021,20,0.252
8660,26/06/2021,21,0.609
8661,26/06/2021,22,0.97
8662,26/06/2021,23,0.298
8663,26/06/2021,24,0.338
8664,27/06/2021,1,0.297
8665,27/06/2021,2,0.222
8666,27/06/2021,3,0.22
8667,27/06/2021,4,0.218
8668,27/06/2021,5,0.219
8669,27/06/2021,6,0.228
8670,27/06/2021,7,0.215
8671,27/06/2021,8,0.213
8672,27/06/2021,9,0.386
8673,27/06/2021,10,0.275
8674,27/06/2021,11,0.221
8675,27/06/2021,12,0.209
8676,27/06/2021,13,0.213
8677,27/06/2021,14,0.212
8678,27/06/2021,15,0.209
8679,27/06/2021,16,0.213
8680,27/06/2021,17,0.209
8681,27/06/2021,18,0.209
8682,27/06/2021,19,0.213
8683,27/06/2021,20,0.209
8684,27/06/2021,21,0.216
8685,27/06/2021,22,0.499
8686,27/06/2021,23,0.255
8687,27/06/2021,24,0.236
8688,28/06/2021,1,0.228
8689,28/06/2021,2,0.222
8690,28/06/2021,3,0.218
8691,28/06/2021,4,0.219
8692,28/06/2021,5,0.222
8693,28/06/2021,6,0.22
8694,28/06/2021,7,0.227
8695,28/06/2021,8,0.394
8696,28/06/2021,9,0.21
8697,28/06/2021,10,0.209
8698,28/06/2021,11,0.212
8699,28/06/2021,12,0.223
8700,28/06/2021,13,0.213
8701,28/06/2021,14,0.222
8702,28/06/2021,15,0.37
8703,28/06/2021,16,0.222
8704,28/06/2021,17,0.217
8705,28/06/2021,18,0.458
8706,28/06/2021,19,0.303
8707,28/06/2021,20,0.314
8708,28/06/2021,21,0.284
8709,28/06/2021,22,0.407
8710,28/06/2021,23,0.314
8711,28/06/2021,24,0.325
8712,29/06/2021,1,0.277
8713,29/06/2021,2,0.224
8714,29/06/2021,3,0.223
8715,29/06/2021,4,0.222
8716,29/06/2021,5,0.899
8717,29/06/2021,6,0.278
8718,29/06/2021,7,0.244
8719,29/06/2021,8,0.423
8720,29/06/2021,9,0.208
8721,29/06/2021,10,0.212
8722,29/06/2021,11,0.213
8723,29/06/2021,12,0.213
8724,29/06/2021,13,0.213
8725,29/06/2021,14,0.214
8726,29/06/2021,15,0.888
8727,29/06/2021,16,0.291
8728,29/06/2021,17,0.287
8729,29/06/2021,18,0.283
8730,29/06/2021,19,0.286
8731,29/06/2021,20,0.284
8732,29/06/2021,21,0.281
8733,29/06/2021,22,0.395
8734,29/06/2021,23,0.297
8735,29/06/2021,24,0.326
8736,30/06/2021,1,0.307
8737,30/06/2021,2,0.225
8738,30/06/2021,3,0.223
8739,30/06/2021,4,0.227
8740,30/06/2021,5,0.236
8741,30/06/2021,6,0.294
8742,30/06/2021,7,0.293
8743,30/06/2021,8,0.461
8744,30/06/2021,9,0.266
8745,30/06/2021,10,0.216
8746,30/06/2021,11,0.212
8747,30/06/2021,12,0.223
8748,30/06/2021,13,0.259
8749,30/06/2021,14,0.218
8750,30/06/2021,15,0.221
8751,30/06/2021,16,0.306
8752,30/06/2021,17,0.306
8753,30/06/2021,18,0.27
8754,30/06/2021,19,0.213
8755,30/06/2021,20,0.231
8756,30/06/2021,21,0.425
8757,30/06/2021,22,0.435
8758,30/06/2021,23,0.353
8759,30/06/2021,24,0.277
8760,01/07/2021,1,0.241
8761,01/07/2021,2,0.23
8762,01/07/2021,3,0.222
8763,01/07/2021,4,0.225
8764,01/07/2021,5,0.221
8765,01/07/2021,6,0.221
8766,01/07/2021,7,0.219
8767,01/07/2021,8,0.388
8768,01/07/2021,9,0.216
8769,01/07/2021,10,0.216
8770,01/07/2021,11,0.217
8771,01/07/2021,12,0.215
8772,01/07/2021,13,0.206
8773,01/07/2021,14,0.218
8774,01/07/2021,15,1.519
8775,01/07/2021,16,1.693
8776,01/07/2021,17,0.603
8777,01/07/2021,18,0.221
8778,01/07/2021,19,0.22
8779,01/07/2021,20,0.221
8780,01/07/2021,21,0.215
8781,01/07/2021,22,0.256
8782,01/07/2021,23,0.318
8783,01/07/2021,24,0.243
8784,02/07/2021,1,0.227
8785,02/07/2021,2,0.218
8786,02/07/2021,3,0.217
8787,02/07/2021,4,0.221
8788,02/07/2021,5,0.237
8789,02/07/2021,6,0.25
8790,02/07/2021,7,0.218
8791,02/07/2021,8,0.435
8792,02/07/2021,9,0.207
8793,02/07/2021,10,0.203
8794,02/07/2021,11,0.201
8795,02/07/2021,12,0.205
8796,02/07/2021,13,0.332
8797,02/07/2021,14,0.352
8798,02/07/2021,15,0.65
8799,02/07/2021,16,0.342
8800,02/07/2021,17,0.208
8801,02/07/2021,18,0.202
8802,02/07/2021,19,0.21
8803,02/07/2021,20,0.289
8804,02/07/2021,21,0.225
8805,02/07/2021,22,0.266
8806,02/07/2021,23,0.357
8807,02/07/2021,24,0.254
8808,03/07/2021,1,0.221
8809,03/07/2021,2,0.226
8810,03/07/2021,3,0.219
8811,03/07/2021,4,0.216
8812,03/07/2021,5,0.777
8813,03/07/2021,6,0.34
8814,03/07/2021,7,0.245
8815,03/07/2021,8,0.212
8816,03/07/2021,9,0.206
8817,03/07/2021,10,0.205
8818,03/07/2021,11,0.201
8819,03/07/2021,12,0.43
8820,03/07/2021,13,0.296
8821,03/07/2021,14,0.343
8822,03/07/2021,15,0.327
8823,03/07/2021,16,1.419
8824,03/07/2021,17,0.555
8825,03/07/2021,18,0.878
8826,03/07/2021,19,0.743
8827,03/07/2021,20,0.709
8828,03/07/2021,21,0.31
8829,03/07/2021,22,0.294
8830,03/07/2021,23,0.265
8831,03/07/2021,24,0.225
8832,04/07/2021,1,0.22
8833,04/07/2021,2,0.215
8834,04/07/2021,3,0.265
8835,04/07/2021,4,0.222
8836,04/07/2021,5,0.216
8837,04/07/2021,6,0.216
8838,04/07/2021,7,0.21
8839,04/07/2021,8,0.415
8840,04/07/2021,9,0.209
8841,04/07/2021,10,0.207
8842,04/07/2021,11,0.207
8843,04/07/2021,12,0.206
8844,04/07/2021,13,0.204
8845,04/07/2021,14,0.206
8846,04/07/2021,15,0.206
8847,04/07/2021,16,0.201
8848,04/07/2021,17,0.205
8849,04/07/2021,18,0.21
8850,04/07/2021,19,0.347
8851,04/07/2021,20,0.498
8852,04/07/2021,21,0.285
8853,04/07/2021,22,0.285
8854,04/07/2021,23,0.31
8855,04/07/2021,24,0.236
8856,05/07/2021,1,0.228
8857,05/07/2021,2,0.215
8858,05/07/2021,3,0.21
8859,05/07/2021,4,0.213
8860,05/07/2021,5,0.215
8861,05/07/2021,6,0.213
8862,05/07/2021,7,0.211
8863,05/07/2021,8,0.372
8864,05/07/2021,9,0.203
8865,05/07/2021,10,0.202
8866,05/07/2021,11,0.203
8867,05/07/2021,12,0.361
8868,05/07/2021,13,0.239
8869,05/07/2021,14,0.21
8870,05/07/2021,15,0.219
8871,05/07/2021,16,0.686
8872,05/07/2021,17,0.268
8873,05/07/2021,18,0.28
8874,05/07/2021,19,0.268
8875,05/07/2021,20,0.221
8876,05/07/2021,21,0.205
8877,05/07/2021,22,0.396
8878,05/07/2021,23,0.277
8879,05/07/2021,24,0.284
8880,06/07/2021,1,0.266
8881,06/07/2021,2,0.223
8882,06/07/2021,3,0.266
8883,06/07/2021,4,0.219
8884,06/07/2021,5,0.6
8885,06/07/2021,6,0.453
8886,06/07/2021,7,0.233
8887,06/07/2021,8,0.416
8888,06/07/2021,9,0.2
8889,06/07/2021,10,0.202
8890,06/07/2021,11,0.211
8891,06/07/2021,12,0.247
8892,06/07/2021,13,0.536
8893,06/07/2021,14,0.224
8894,06/07/2021,15,0.254
8895,06/07/2021,16,0.213
8896,06/07/2021,17,0.204
8897,06/07/2021,18,0.203
8898,06/07/2021,19,0.197
8899,06/07/2021,20,0.201
8900,06/07/2021,21,0.211
8901,06/07/2021,22,0.308
8902,06/07/2021,23,0.324
8903,06/07/2021,24,0.357
8904,07/07/2021,1,0.213
8905,07/07/2021,2,0.217
8906,07/07/2021,3,0.21
8907,07/07/2021,4,0.209
8908,07/07/2021,5,0.213
8909,07/07/2021,6,0.212
8910,07/07/2021,7,0.229
8911,07/07/2021,8,0.373
8912,07/07/2021,9,0.369
8913,07/07/2021,10,0.427
8914,07/07/2021,11,0.446
8915,07/07/2021,12,0.398
8916,07/07/2021,13,0.412
8917,07/07/2021,14,0.495
8918,07/07/2021,15,0.815
8919,07/07/2021,16,0.308
8920,07/07/2021,17,0.319
8921,07/07/2021,18,0.323
8922,07/07/2021,19,0.313
8923,07/07/2021,20,0.366
8924,07/07/2021,21,0.282
8925,07/07/2021,22,0.287
8926,07/07/2021,23,0.342
8927,07/07/2021,24,0.273
8928,08/07/2021,1,0.223
8929,08/07/2021,2,0.214
8930,08/07/2021,3,0.213
8931,08/07/2021,4,0.218
8932,08/07/2021,5,0.217
8933,08/07/2021,6,0.815
8934,08/07/2021,7,0.248
8935,08/07/2021,8,0.428
8936,08/07/2021,9,0.202
8937,08/07/2021,10,0.203
8938,08/07/2021,11,0.221
8939,08/07/2021,12,0.208
8940,08/07/2021,13,0.276
8941,08/07/2021,14,0.253
8942,08/07/2021,15,0.202
8943,08/07/2021,16,0.299
8944,08/07/2021,17,0.295
8945,08/07/2021,18,0.318
8946,08/07/2021,19,0.271
8947,08/07/2021,20,0.213
8948,08/07/2021,21,0.214
8949,08/07/2021,22,0.32
8950,08/07/2021,23,0.392
8951,08/07/2021,24,0.291
8952,09/07/2021,1,0.239
8953,09/07/2021,2,0.231
8954,09/07/2021,3,0.272
8955,09/07/2021,4,0.244
8956,09/07/2021,5,0.224
8957,09/07/2021,6,0.223
8958,09/07/2021,7,0.221
8959,09/07/2021,8,0.394
8960,09/07/2021,9,0.217
8961,09/07/2021,10,0.222
8962,09/07/2021,11,0.217
8963,09/07/2021,12,0.271
8964,09/07/2021,13,0.279
8965,09/07/2021,14,0.266
8966,09/07/2021,15,0.242
8967,09/07/2021,16,1.328
8968,09/07/2021,17,0.308
8969,09/07/2021,18,0.289
8970,09/07/2021,19,0.307
8971,09/07/2021,20,0.398
8972,09/07/2021,21,0.479
8973,09/07/2021,22,0.341
8974,09/07/2021,23,0.273
8975,09/07/2021,24,0.305
8976,10/07/2021,1,0.213
8977,10/07/2021,2,0.225
8978,10/07/2021,3,0.215
8979,10/07/2021,4,0.21
8980,10/07/2021,5,0.207
8981,10/07/2021,6,0.211
8982,10/07/2021,7,0.206
8983,10/07/2021,8,0.202
8984,10/07/2021,9,0.208
8985,10/07/2021,10,0.2
8986,10/07/2021,11,0.351
8987,10/07/2021,12,0.25
8988,10/07/2021,13,0.209
8989,10/07/2021,14,0.202
8990,10/07/2021,15,0.197
8991,10/07/2021,16,0.201
8992,10/07/2021,17,0.202
8993,10/07/2021,18,0.195
8994,10/07/2021,19,0.196
8995,10/07/2021,20,0.221
8996,10/07/2021,21,0.332
8997,10/07/2021,22,0.414
8998,10/07/2021,23,0.315
8999,10/07/2021,24,0.321
9000,11/07/2021,1,0.297
9001,11/07/2021,2,0.229
9002,11/07/2021,3,0.218
9003,11/07/2021,4,0.221
9004,11/07/2021,5,0.218
9005,11/07/2021,6,0.217
9006,11/07/2021,7,0.217
9007,11/07/2021,8,0.419
9008,11/07/2021,9,0.224
9009,11/07/2021,10,0.254
9010,11/07/2021,11,0.222
9011,11/07/2021,12,0.207
9012,11/07/2021,13,0.206
9013,11/07/2021,14,0.207
9014,11/07/2021,15,0.202
9015,11/07/2021,16,0.204
9016,11/07/2021,17,0.209
9017,11/07/2021,18,0.207
9018,11/07/2021,19,0.202
9019,11/07/2021,20,0.205
9020,11/07/2021,21,0.278
9021,11/07/2021,22,0.269
9022,11/07/2021,23,0.306
9023,11/07/2021,24,0.289
9024,12/07/2021,1,0.273
9025,12/07/2021,2,0.231
9026,12/07/2021,3,0.222
9027,12/07/2021,4,0.221
9028,12/07/2021,5,0.218
9029,12/07/2021,6,0.217
9030,12/07/2021,7,0.215
9031,12/07/2021,8,0.397
9032,12/07/2021,9,0.209
9033,12/07/2021,10,0.209
9034,12/07/2021,11,0.211
9035,12/07/2021,12,0.264
9036,12/07/2021,13,0.27
9037,12/07/2021,14,0.274
9038,12/07/2021,15,0.264
9039,12/07/2021,16,0.324
9040,12/07/2021,17,0.253
9041,12/07/2021,18,0.28
9042,12/07/2021,19,0.274
9043,12/07/2021,20,0.271
9044,12/07/2021,21,0.28
9045,12/07/2021,22,0.315
9046,12/07/2021,23,0.318
9047,12/07/2021,24,0.304
9048,13/07/2021,1,0.244
9049,13/07/2021,2,0.229
9050,13/07/2021,3,0.225
9051,13/07/2021,4,0.725
9052,13/07/2021,5,0.554
9053,13/07/2021,6,0.278
9054,13/07/2021,7,0.281
9055,13/07/2021,8,0.478
9056,13/07/2021,9,0.22
9057,13/07/2021,10,0.212
9058,13/07/2021,11,0.212
9059,13/07/2021,12,0.217
9060,13/07/2021,13,0.261
9061,13/07/2021,14,0.277
9062,13/07/2021,15,0.272
9063,13/07/2021,16,1.202
9064,13/07/2021,17,0.283
9065,13/07/2021,18,0.265
9066,13/07/2021,19,0.22
9067,13/07/2021,20,0.232
9068,13/07/2021,21,0.265
9069,13/07/2021,22,0.298
9070,13/07/2021,23,0.317
9071,13/07/2021,24,0.328
9072,14/07/2021,1,0.267
9073,14/07/2021,2,0.225
9074,14/07/2021,3,0.222
9075,14/07/2021,4,0.226
9076,14/07/2021,5,0.222
9077,14/07/2021,6,0.221
9078,14/07/2021,7,0.22
9079,14/07/2021,8,0.415
9080,14/07/2021,9,0.217
9081,14/07/2021,10,0.212
9082,14/07/2021,11,0.213
9083,14/07/2021,12,0.214
9084,14/07/2021,13,0.228
9085,14/07/2021,14,0.311
9086,14/07/2021,15,0.344
9087,14/07/2021,16,0.518
9088,14/07/2021,17,0.309
9089,14/07/2021,18,0.296
9090,14/07/2021,19,0.206
9091,14/07/2021,20,0.205
9092,14/07/2021,21,0.203
9093,14/07/2021,22,0.208
9094,14/07/2021,23,0.21
9095,14/07/2021,24,0.235
9096,15/07/2021,1,0.247
9097,15/07/2021,2,0.246
9098,15/07/2021,3,0.217
9099,15/07/2021,4,0.221
9100,15/07/2021,5,0.217
9101,15/07/2021,6,0.231
9102,15/07/2021,7,0.252
9103,15/07/2021,8,0.375
9104,15/07/2021,9,0.209
9105,15/07/2021,10,0.208
9106,15/07/2021,11,0.208
9107,15/07/2021,12,0.343
9108,15/07/2021,13,0.299
9109,15/07/2021,14,0.304
9110,15/07/2021,15,0.321
9111,15/07/2021,16,0.671
9112,15/07/2021,17,0.259
9113,15/07/2021,18,0.276
9114,15/07/2021,19,0.291
9115,15/07/2021,20,0.203
9116,15/07/2021,21,0.201
9117,15/07/2021,22,0.279
9118,15/07/2021,23,0.278
9119,15/07/2021,24,0.235
9120,16/07/2021,1,0.239
9121,16/07/2021,2,0.234
9122,16/07/2021,3,0.221
9123,16/07/2021,4,0.226
9124,16/07/2021,5,0.87
9125,16/07/2021,6,0.33
9126,16/07/2021,7,0.294
9127,16/07/2021,8,0.445
9128,16/07/2021,9,0.241
9129,16/07/2021,10,0.21
9130,16/07/2021,11,0.208
9131,16/07/2021,12,0.208
9132,16/07/2021,13,0.285
9133,16/07/2021,14,0.301
9134,16/07/2021,15,0.568
9135,16/07/2021,16,0.232
9136,16/07/2021,17,0.312
9137,16/07/2021,18,0.218
9138,16/07/2021,19,0.215
9139,16/07/2021,20,0.23
9140,16/07/2021,21,0.345
9141,16/07/2021,22,0.439
9142,16/07/2021,23,0.411
9143,16/07/2021,24,0.281
9144,17/07/2021,1,0.247
9145,17/07/2021,2,0.231
9146,17/07/2021,3,0.223
9147,17/07/2021,4,0.226
9148,17/07/2021,5,0.223
9149,17/07/2021,6,0.223
9150,17/07/2021,7,0.216
9151,17/07/2021,8,0.216
9152,17/07/2021,9,0.374
9153,17/07/2021,10,0.34
9154,17/07/2021,11,0.342
9155,17/07/2021,12,0.41
9156,17/07/2021,13,0.9
9157,17/07/2021,14,0.69
9158,17/07/2021,15,1.249
9159,17/07/2021,16,0.572
9160,17/07/2021,17,0.29
9161,17/07/2021,18,0.276
9162,17/07/2021,19,0.268
9163,17/07/2021,20,0.286
9164,17/07/2021,21,0.307
9165,17/07/2021,22,0.346
9166,17/07/2021,23,0.283
9167,17/07/2021,24,0.323
9168,18/07/2021,1,0.339
9169,18/07/2021,2,0.233
9170,18/07/2021,3,0.224
