CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031607230862002QQ0F;02/09/2020;22;0,205;;;R
ES0031607230862002QQ0F;02/09/2020;23;0,271;;;R
ES0031607230862002QQ0F;02/09/2020;24;0,301;;;R
ES0031607230862002QQ0F;03/09/2020;1;0,22;;;R
ES0031607230862002QQ0F;03/09/2020;2;0,211;;;R
ES0031607230862002QQ0F;03/09/2020;3;0,211;;;R
ES0031607230862002QQ0F;03/09/2020;4;0,218;;;R
ES0031607230862002QQ0F;03/09/2020;5;0,215;;;R
ES0031607230862002QQ0F;03/09/2020;6;0,211;;;R
ES0031607230862002QQ0F;03/09/2020;7;0,209;;;R
ES0031607230862002QQ0F;03/09/2020;8;0,354;;;R
ES0031607230862002QQ0F;03/09/2020;9;0,202;;;R
ES0031607230862002QQ0F;03/09/2020;10;0,235;;;R
ES0031607230862002QQ0F;03/09/2020;11;0,269;;;R
ES0031607230862002QQ0F;03/09/2020;12;0,308;;;R
ES0031607230862002QQ0F;03/09/2020;13;0,31;;;R
ES0031607230862002QQ0F;03/09/2020;14;0,401;;;R
ES0031607230862002QQ0F;03/09/2020;15;0,551;;;R
ES0031607230862002QQ0F;03/09/2020;16;0,501;;;R
ES0031607230862002QQ0F;03/09/2020;17;0,38;;;R
ES0031607230862002QQ0F;03/09/2020;18;0,359;;;R
ES0031607230862002QQ0F;03/09/2020;19;0,346;;;R
ES0031607230862002QQ0F;03/09/2020;20;0,334;;;R
ES0031607230862002QQ0F;03/09/2020;21;0,338;;;R
ES0031607230862002QQ0F;03/09/2020;22;0,31;;;R
ES0031607230862002QQ0F;03/09/2020;23;0,309;;;R
ES0031607230862002QQ0F;03/09/2020;24;0,26;;;R
ES0031607230862002QQ0F;04/09/2020;1;0,226;;;R
ES0031607230862002QQ0F;04/09/2020;2;0,216;;;R
ES0031607230862002QQ0F;04/09/2020;3;0,212;;;R
ES0031607230862002QQ0F;04/09/2020;4;0,214;;;R
ES0031607230862002QQ0F;04/09/2020;5;0,211;;;R
ES0031607230862002QQ0F;04/09/2020;6;0,269;;;R
ES0031607230862002QQ0F;04/09/2020;7;0,227;;;R
ES0031607230862002QQ0F;04/09/2020;8;0,454;;;R
ES0031607230862002QQ0F;04/09/2020;9;0,319;;;R
ES0031607230862002QQ0F;04/09/2020;10;0,305;;;R
ES0031607230862002QQ0F;04/09/2020;11;0,316;;;R
ES0031607230862002QQ0F;04/09/2020;12;0,315;;;R
ES0031607230862002QQ0F;04/09/2020;13;0,316;;;R
ES0031607230862002QQ0F;04/09/2020;14;0,318;;;R
ES0031607230862002QQ0F;04/09/2020;15;0,613;;;R
ES0031607230862002QQ0F;04/09/2020;16;0,392;;;R
ES0031607230862002QQ0F;04/09/2020;17;0,882;;;R
ES0031607230862002QQ0F;04/09/2020;18;0,419;;;R
ES0031607230862002QQ0F;04/09/2020;19;0,441;;;R
ES0031607230862002QQ0F;04/09/2020;20;0,208;;;R
ES0031607230862002QQ0F;04/09/2020;21;0,205;;;R
ES0031607230862002QQ0F;04/09/2020;22;0,214;;;R
ES0031607230862002QQ0F;04/09/2020;23;0,207;;;R
ES0031607230862002QQ0F;04/09/2020;24;0,243;;;R
ES0031607230862002QQ0F;05/09/2020;1;0,323;;;R
ES0031607230862002QQ0F;05/09/2020;2;0,223;;;R
ES0031607230862002QQ0F;05/09/2020;3;0,215;;;R
ES0031607230862002QQ0F;05/09/2020;4;0,214;;;R
ES0031607230862002QQ0F;05/09/2020;5;0,222;;;R
ES0031607230862002QQ0F;05/09/2020;6;0,211;;;R
ES0031607230862002QQ0F;05/09/2020;7;0,214;;;R
ES0031607230862002QQ0F;05/09/2020;8;0,459;;;R
ES0031607230862002QQ0F;05/09/2020;9;0,387;;;R
ES0031607230862002QQ0F;05/09/2020;10;0,297;;;R
ES0031607230862002QQ0F;05/09/2020;11;0,966;;;R
ES0031607230862002QQ0F;05/09/2020;12;0,417;;;R
ES0031607230862002QQ0F;05/09/2020;13;0,203;;;R
ES0031607230862002QQ0F;05/09/2020;14;0,199;;;R
ES0031607230862002QQ0F;05/09/2020;15;0,209;;;R
ES0031607230862002QQ0F;05/09/2020;16;0,2;;;R
ES0031607230862002QQ0F;05/09/2020;17;0,2;;;R
ES0031607230862002QQ0F;05/09/2020;18;0,209;;;R
ES0031607230862002QQ0F;05/09/2020;19;0,2;;;R
ES0031607230862002QQ0F;05/09/2020;20;0,199;;;R
ES0031607230862002QQ0F;05/09/2020;21;0,206;;;R
ES0031607230862002QQ0F;05/09/2020;22;0,21;;;R
ES0031607230862002QQ0F;05/09/2020;23;0,242;;;R
ES0031607230862002QQ0F;05/09/2020;24;0,237;;;R
ES0031607230862002QQ0F;06/09/2020;1;0,354;;;R
ES0031607230862002QQ0F;06/09/2020;2;0,232;;;R
ES0031607230862002QQ0F;06/09/2020;3;0,207;;;R
ES0031607230862002QQ0F;06/09/2020;4;0,26;;;R
ES0031607230862002QQ0F;06/09/2020;5;0,222;;;R
ES0031607230862002QQ0F;06/09/2020;6;0,211;;;R
ES0031607230862002QQ0F;06/09/2020;7;0,212;;;R
ES0031607230862002QQ0F;06/09/2020;8;0,274;;;R
ES0031607230862002QQ0F;06/09/2020;9;0,22;;;R
ES0031607230862002QQ0F;06/09/2020;10;0,2;;;R
ES0031607230862002QQ0F;06/09/2020;11;0,2;;;R
ES0031607230862002QQ0F;06/09/2020;12;0,352;;;R
ES0031607230862002QQ0F;06/09/2020;13;0,243;;;R
ES0031607230862002QQ0F;06/09/2020;14;0,21;;;R
ES0031607230862002QQ0F;06/09/2020;15;0,205;;;R
ES0031607230862002QQ0F;06/09/2020;16;0,204;;;R
ES0031607230862002QQ0F;06/09/2020;17;0,199;;;R
ES0031607230862002QQ0F;06/09/2020;18;0,2;;;R
ES0031607230862002QQ0F;06/09/2020;19;0,199;;;R
ES0031607230862002QQ0F;06/09/2020;20;0,203;;;R
ES0031607230862002QQ0F;06/09/2020;21;0,206;;;R
ES0031607230862002QQ0F;06/09/2020;22;0,223;;;R
ES0031607230862002QQ0F;06/09/2020;23;0,324;;;R
ES0031607230862002QQ0F;06/09/2020;24;0,319;;;R
ES0031607230862002QQ0F;07/09/2020;1;0,246;;;R
ES0031607230862002QQ0F;07/09/2020;2;0,224;;;R
ES0031607230862002QQ0F;07/09/2020;3;0,211;;;R
ES0031607230862002QQ0F;07/09/2020;4;0,22;;;R
ES0031607230862002QQ0F;07/09/2020;5;0,212;;;R
ES0031607230862002QQ0F;07/09/2020;6;0,209;;;R
ES0031607230862002QQ0F;07/09/2020;7;0,215;;;R
ES0031607230862002QQ0F;07/09/2020;8;0,217;;;R
ES0031607230862002QQ0F;07/09/2020;9;0,397;;;R
ES0031607230862002QQ0F;07/09/2020;10;0,216;;;R
ES0031607230862002QQ0F;07/09/2020;11;0,21;;;R
ES0031607230862002QQ0F;07/09/2020;12;0,199;;;R
ES0031607230862002QQ0F;07/09/2020;13;0,259;;;R
ES0031607230862002QQ0F;07/09/2020;14;1,463;;;R
ES0031607230862002QQ0F;07/09/2020;15;0,357;;;R
ES0031607230862002QQ0F;07/09/2020;16;0,374;;;R
ES0031607230862002QQ0F;07/09/2020;17;0,377;;;R
ES0031607230862002QQ0F;07/09/2020;18;0,282;;;R
ES0031607230862002QQ0F;07/09/2020;19;0,227;;;R
ES0031607230862002QQ0F;07/09/2020;20;0,205;;;R
ES0031607230862002QQ0F;07/09/2020;21;0,207;;;R
ES0031607230862002QQ0F;07/09/2020;22;0,213;;;R
ES0031607230862002QQ0F;07/09/2020;23;0,465;;;R
ES0031607230862002QQ0F;07/09/2020;24;0,358;;;R
ES0031607230862002QQ0F;08/09/2020;1;0,238;;;R
ES0031607230862002QQ0F;08/09/2020;2;0,221;;;R
ES0031607230862002QQ0F;08/09/2020;3;0,268;;;R
ES0031607230862002QQ0F;08/09/2020;4;0,228;;;R
ES0031607230862002QQ0F;08/09/2020;5;0,221;;;R
ES0031607230862002QQ0F;08/09/2020;6;0,214;;;R
ES0031607230862002QQ0F;08/09/2020;7;0,321;;;R
ES0031607230862002QQ0F;08/09/2020;8;0,242;;;R
ES0031607230862002QQ0F;08/09/2020;9;0,211;;;R
ES0031607230862002QQ0F;08/09/2020;10;0,203;;;R
ES0031607230862002QQ0F;08/09/2020;11;0,203;;;R
ES0031607230862002QQ0F;08/09/2020;12;0,21;;;R
ES0031607230862002QQ0F;08/09/2020;13;0,201;;;R
ES0031607230862002QQ0F;08/09/2020;14;0,208;;;R
ES0031607230862002QQ0F;08/09/2020;15;0,204;;;R
ES0031607230862002QQ0F;08/09/2020;16;0,202;;;R
ES0031607230862002QQ0F;08/09/2020;17;0,21;;;R
ES0031607230862002QQ0F;08/09/2020;18;0,254;;;R
ES0031607230862002QQ0F;08/09/2020;19;0,214;;;R
ES0031607230862002QQ0F;08/09/2020;20;0,208;;;R
ES0031607230862002QQ0F;08/09/2020;21;0,275;;;R
ES0031607230862002QQ0F;08/09/2020;22;0,401;;;R
ES0031607230862002QQ0F;08/09/2020;23;0,36;;;R
ES0031607230862002QQ0F;08/09/2020;24;0,317;;;R
ES0031607230862002QQ0F;09/09/2020;1;0,24;;;R
ES0031607230862002QQ0F;09/09/2020;2;0,226;;;R
ES0031607230862002QQ0F;09/09/2020;3;0,228;;;R
ES0031607230862002QQ0F;09/09/2020;4;0,224;;;R
ES0031607230862002QQ0F;09/09/2020;5;0,23;;;R
ES0031607230862002QQ0F;09/09/2020;6;0,221;;;R
ES0031607230862002QQ0F;09/09/2020;7;0,22;;;R
ES0031607230862002QQ0F;09/09/2020;8;0,366;;;R
ES0031607230862002QQ0F;09/09/2020;9;0,261;;;R
ES0031607230862002QQ0F;09/09/2020;10;0,229;;;R
ES0031607230862002QQ0F;09/09/2020;11;0,213;;;R
ES0031607230862002QQ0F;09/09/2020;12;0,273;;;R
ES0031607230862002QQ0F;09/09/2020;13;0,264;;;R
ES0031607230862002QQ0F;09/09/2020;14;0,304;;;R
ES0031607230862002QQ0F;09/09/2020;15;0,977;;;R
ES0031607230862002QQ0F;09/09/2020;16;0,748;;;R
ES0031607230862002QQ0F;09/09/2020;17;0,423;;;R
ES0031607230862002QQ0F;09/09/2020;18;0,824;;;R
ES0031607230862002QQ0F;09/09/2020;19;0,336;;;R
ES0031607230862002QQ0F;09/09/2020;20;0,466;;;R
ES0031607230862002QQ0F;09/09/2020;21;0,27;;;R
ES0031607230862002QQ0F;09/09/2020;22;0,537;;;R
ES0031607230862002QQ0F;09/09/2020;23;0,351;;;R
ES0031607230862002QQ0F;09/09/2020;24;0,274;;;R
ES0031607230862002QQ0F;10/09/2020;1;0,237;;;R
ES0031607230862002QQ0F;10/09/2020;2;0,217;;;R
ES0031607230862002QQ0F;10/09/2020;3;0,225;;;R
ES0031607230862002QQ0F;10/09/2020;4;0,217;;;R
ES0031607230862002QQ0F;10/09/2020;5;0,224;;;R
ES0031607230862002QQ0F;10/09/2020;6;0,216;;;R
ES0031607230862002QQ0F;10/09/2020;7;0,219;;;R
ES0031607230862002QQ0F;10/09/2020;8;0,353;;;R
ES0031607230862002QQ0F;10/09/2020;9;0,223;;;R
ES0031607230862002QQ0F;10/09/2020;10;0,21;;;R
ES0031607230862002QQ0F;10/09/2020;11;0,26;;;R
ES0031607230862002QQ0F;10/09/2020;12;0,264;;;R
ES0031607230862002QQ0F;10/09/2020;13;0,241;;;R
ES0031607230862002QQ0F;10/09/2020;14;0,252;;;R
ES0031607230862002QQ0F;10/09/2020;15;0,327;;;R
ES0031607230862002QQ0F;10/09/2020;16;0,273;;;R
ES0031607230862002QQ0F;10/09/2020;17;0,305;;;R
ES0031607230862002QQ0F;10/09/2020;18;0,471;;;R
ES0031607230862002QQ0F;10/09/2020;19;0,228;;;R
ES0031607230862002QQ0F;10/09/2020;20;0,218;;;R
ES0031607230862002QQ0F;10/09/2020;21;0,215;;;R
ES0031607230862002QQ0F;10/09/2020;22;0,255;;;R
ES0031607230862002QQ0F;10/09/2020;23;0,847;;;R
ES0031607230862002QQ0F;10/09/2020;24;0,282;;;R
ES0031607230862002QQ0F;11/09/2020;1;0,235;;;R
ES0031607230862002QQ0F;11/09/2020;2;0,24;;;R
ES0031607230862002QQ0F;11/09/2020;3;0,22;;;R
ES0031607230862002QQ0F;11/09/2020;4;0,229;;;R
ES0031607230862002QQ0F;11/09/2020;5;0,224;;;R
ES0031607230862002QQ0F;11/09/2020;6;0,246;;;R
ES0031607230862002QQ0F;11/09/2020;7;0,479;;;R
ES0031607230862002QQ0F;11/09/2020;8;0,285;;;R
ES0031607230862002QQ0F;11/09/2020;9;0,241;;;R
ES0031607230862002QQ0F;11/09/2020;10;0,243;;;R
ES0031607230862002QQ0F;11/09/2020;11;0,214;;;R
ES0031607230862002QQ0F;11/09/2020;12;0,204;;;R
ES0031607230862002QQ0F;11/09/2020;13;0,208;;;R
ES0031607230862002QQ0F;11/09/2020;14;0,205;;;R
ES0031607230862002QQ0F;11/09/2020;15;0,205;;;R
ES0031607230862002QQ0F;11/09/2020;16;0,21;;;R
ES0031607230862002QQ0F;11/09/2020;17;0,204;;;R
ES0031607230862002QQ0F;11/09/2020;18;0,21;;;R
ES0031607230862002QQ0F;11/09/2020;19;0,204;;;R
ES0031607230862002QQ0F;11/09/2020;20;0,209;;;R
ES0031607230862002QQ0F;11/09/2020;21;0,206;;;R
ES0031607230862002QQ0F;11/09/2020;22;0,215;;;R
ES0031607230862002QQ0F;11/09/2020;23;0,25;;;R
ES0031607230862002QQ0F;11/09/2020;24;0,335;;;R
ES0031607230862002QQ0F;12/09/2020;1;0,305;;;R
ES0031607230862002QQ0F;12/09/2020;2;0,232;;;R
ES0031607230862002QQ0F;12/09/2020;3;0,226;;;R
ES0031607230862002QQ0F;12/09/2020;4;0,214;;;R
ES0031607230862002QQ0F;12/09/2020;5;0,221;;;R
ES0031607230862002QQ0F;12/09/2020;6;0,217;;;R
ES0031607230862002QQ0F;12/09/2020;7;0,211;;;R
ES0031607230862002QQ0F;12/09/2020;8;0,222;;;R
ES0031607230862002QQ0F;12/09/2020;9;0,235;;;R
ES0031607230862002QQ0F;12/09/2020;10;0,211;;;R
ES0031607230862002QQ0F;12/09/2020;11;0,237;;;R
ES0031607230862002QQ0F;12/09/2020;12;0,388;;;R
ES0031607230862002QQ0F;12/09/2020;13;0,217;;;R
ES0031607230862002QQ0F;12/09/2020;14;0,205;;;R
ES0031607230862002QQ0F;12/09/2020;15;0,21;;;R
ES0031607230862002QQ0F;12/09/2020;16;0,204;;;R
ES0031607230862002QQ0F;12/09/2020;17;0,21;;;R
ES0031607230862002QQ0F;12/09/2020;18;0,258;;;R
ES0031607230862002QQ0F;12/09/2020;19;0,22;;;R
ES0031607230862002QQ0F;12/09/2020;20;0,205;;;R
ES0031607230862002QQ0F;12/09/2020;21;0,214;;;R
ES0031607230862002QQ0F;12/09/2020;22;0,208;;;R
ES0031607230862002QQ0F;12/09/2020;23;0,218;;;R
ES0031607230862002QQ0F;12/09/2020;24;0,211;;;R
ES0031607230862002QQ0F;13/09/2020;1;0,207;;;R
ES0031607230862002QQ0F;13/09/2020;2;0,249;;;R
ES0031607230862002QQ0F;13/09/2020;3;0,233;;;R
ES0031607230862002QQ0F;13/09/2020;4;0,218;;;R
ES0031607230862002QQ0F;13/09/2020;5;0,221;;;R
ES0031607230862002QQ0F;13/09/2020;6;0,212;;;R
ES0031607230862002QQ0F;13/09/2020;7;0,212;;;R
ES0031607230862002QQ0F;13/09/2020;8;0,224;;;R
ES0031607230862002QQ0F;13/09/2020;9;0,234;;;R
ES0031607230862002QQ0F;13/09/2020;10;0,215;;;R
ES0031607230862002QQ0F;13/09/2020;11;0,215;;;R
ES0031607230862002QQ0F;13/09/2020;12;0,477;;;R
ES0031607230862002QQ0F;13/09/2020;13;0,336;;;R
ES0031607230862002QQ0F;13/09/2020;14;0,272;;;R
ES0031607230862002QQ0F;13/09/2020;15;0,21;;;R
ES0031607230862002QQ0F;13/09/2020;16;0,204;;;R
ES0031607230862002QQ0F;13/09/2020;17;0,202;;;R
ES0031607230862002QQ0F;13/09/2020;18;0,21;;;R
ES0031607230862002QQ0F;13/09/2020;19;0,202;;;R
ES0031607230862002QQ0F;13/09/2020;20;0,201;;;R
ES0031607230862002QQ0F;13/09/2020;21;0,254;;;R
ES0031607230862002QQ0F;13/09/2020;22;0,361;;;R
ES0031607230862002QQ0F;13/09/2020;23;0,339;;;R
ES0031607230862002QQ0F;13/09/2020;24;0,287;;;R
ES0031607230862002QQ0F;14/09/2020;1;0,239;;;R
ES0031607230862002QQ0F;14/09/2020;2;0,217;;;R
ES0031607230862002QQ0F;14/09/2020;3;0,215;;;R
ES0031607230862002QQ0F;14/09/2020;4;0,22;;;R
ES0031607230862002QQ0F;14/09/2020;5;0,213;;;R
ES0031607230862002QQ0F;14/09/2020;6;0,22;;;R
ES0031607230862002QQ0F;14/09/2020;7;0,208;;;R
ES0031607230862002QQ0F;14/09/2020;8;0,443;;;R
ES0031607230862002QQ0F;14/09/2020;9;0,201;;;R
ES0031607230862002QQ0F;14/09/2020;10;0,206;;;R
ES0031607230862002QQ0F;14/09/2020;11;0,201;;;R
ES0031607230862002QQ0F;14/09/2020;12;0,198;;;R
ES0031607230862002QQ0F;14/09/2020;13;0,208;;;R
ES0031607230862002QQ0F;14/09/2020;14;0,199;;;R
ES0031607230862002QQ0F;14/09/2020;15;0,197;;;R
ES0031607230862002QQ0F;14/09/2020;16;0,206;;;R
ES0031607230862002QQ0F;14/09/2020;17;0,201;;;R
ES0031607230862002QQ0F;14/09/2020;18;0,201;;;R
ES0031607230862002QQ0F;14/09/2020;19;0,209;;;R
ES0031607230862002QQ0F;14/09/2020;20;0,198;;;R
ES0031607230862002QQ0F;14/09/2020;21;0,253;;;R
ES0031607230862002QQ0F;14/09/2020;22;0,222;;;R
ES0031607230862002QQ0F;14/09/2020;23;0,415;;;R
ES0031607230862002QQ0F;14/09/2020;24;0,322;;;R
ES0031607230862002QQ0F;15/09/2020;1;0,26;;;R
ES0031607230862002QQ0F;15/09/2020;2;0,221;;;R
ES0031607230862002QQ0F;15/09/2020;3;0,216;;;R
ES0031607230862002QQ0F;15/09/2020;4;0,212;;;R
ES0031607230862002QQ0F;15/09/2020;5;0,21;;;R
ES0031607230862002QQ0F;15/09/2020;6;0,216;;;R
ES0031607230862002QQ0F;15/09/2020;7;0,207;;;R
ES0031607230862002QQ0F;15/09/2020;8;0,278;;;R
ES0031607230862002QQ0F;15/09/2020;9;0,203;;;R
ES0031607230862002QQ0F;15/09/2020;10;0,203;;;R
ES0031607230862002QQ0F;15/09/2020;11;0,245;;;R
ES0031607230862002QQ0F;15/09/2020;12;0,4;;;R
ES0031607230862002QQ0F;15/09/2020;13;1,324;;;R
ES0031607230862002QQ0F;15/09/2020;14;1,124;;;R
ES0031607230862002QQ0F;15/09/2020;15;0,619;;;R
ES0031607230862002QQ0F;15/09/2020;16;1,357;;;R
ES0031607230862002QQ0F;15/09/2020;17;0,775;;;R
ES0031607230862002QQ0F;15/09/2020;18;0,391;;;R
ES0031607230862002QQ0F;15/09/2020;19;0,364;;;R
ES0031607230862002QQ0F;15/09/2020;20;0,329;;;R
ES0031607230862002QQ0F;15/09/2020;21;0,214;;;R
ES0031607230862002QQ0F;15/09/2020;22;0,214;;;R
ES0031607230862002QQ0F;15/09/2020;23;0,259;;;R
ES0031607230862002QQ0F;15/09/2020;24;0,312;;;R
ES0031607230862002QQ0F;16/09/2020;1;0,245;;;R
ES0031607230862002QQ0F;16/09/2020;2;0,226;;;R
ES0031607230862002QQ0F;16/09/2020;3;0,218;;;R
ES0031607230862002QQ0F;16/09/2020;4;0,215;;;R
ES0031607230862002QQ0F;16/09/2020;5;0,218;;;R
ES0031607230862002QQ0F;16/09/2020;6;0,212;;;R
ES0031607230862002QQ0F;16/09/2020;7;0,217;;;R
ES0031607230862002QQ0F;16/09/2020;8;0,316;;;R
ES0031607230862002QQ0F;16/09/2020;9;0,207;;;R
ES0031607230862002QQ0F;16/09/2020;10;0,205;;;R
ES0031607230862002QQ0F;16/09/2020;11;0,2;;;R
ES0031607230862002QQ0F;16/09/2020;12;0,238;;;R
ES0031607230862002QQ0F;16/09/2020;13;0,2;;;R
ES0031607230862002QQ0F;16/09/2020;14;0,199;;;R
ES0031607230862002QQ0F;16/09/2020;15;0,214;;;R
ES0031607230862002QQ0F;16/09/2020;16;0,291;;;R
ES0031607230862002QQ0F;16/09/2020;17;0,385;;;R
ES0031607230862002QQ0F;16/09/2020;18;0,288;;;R
ES0031607230862002QQ0F;16/09/2020;19;0,217;;;R
ES0031607230862002QQ0F;16/09/2020;20;0,215;;;R
ES0031607230862002QQ0F;16/09/2020;21;0,211;;;R
ES0031607230862002QQ0F;16/09/2020;22;0,389;;;R
ES0031607230862002QQ0F;16/09/2020;23;0,395;;;R
ES0031607230862002QQ0F;16/09/2020;24;0,245;;;R
ES0031607230862002QQ0F;17/09/2020;1;0,223;;;R
ES0031607230862002QQ0F;17/09/2020;2;0,226;;;R
ES0031607230862002QQ0F;17/09/2020;3;0,216;;;R
ES0031607230862002QQ0F;17/09/2020;4;0,225;;;R
ES0031607230862002QQ0F;17/09/2020;5;0,217;;;R
ES0031607230862002QQ0F;17/09/2020;6;0,24;;;R
ES0031607230862002QQ0F;17/09/2020;7;0,45;;;R
ES0031607230862002QQ0F;17/09/2020;8;0,27;;;R
ES0031607230862002QQ0F;17/09/2020;9;0,215;;;R
ES0031607230862002QQ0F;17/09/2020;10;0,208;;;R
ES0031607230862002QQ0F;17/09/2020;11;0,208;;;R
ES0031607230862002QQ0F;17/09/2020;12;0,207;;;R
ES0031607230862002QQ0F;17/09/2020;13;0,203;;;R
ES0031607230862002QQ0F;17/09/2020;14;0,209;;;R
ES0031607230862002QQ0F;17/09/2020;15;0,203;;;R
ES0031607230862002QQ0F;17/09/2020;16;0,209;;;R
ES0031607230862002QQ0F;17/09/2020;17;0,203;;;R
ES0031607230862002QQ0F;17/09/2020;18;0,209;;;R
ES0031607230862002QQ0F;17/09/2020;19;0,204;;;R
ES0031607230862002QQ0F;17/09/2020;20;0,239;;;R
ES0031607230862002QQ0F;17/09/2020;21;0,236;;;R
ES0031607230862002QQ0F;17/09/2020;22;0,404;;;R
ES0031607230862002QQ0F;17/09/2020;23;0,361;;;R
ES0031607230862002QQ0F;17/09/2020;24;0,331;;;R
ES0031607230862002QQ0F;18/09/2020;1;0,236;;;R
ES0031607230862002QQ0F;18/09/2020;2;0,232;;;R
ES0031607230862002QQ0F;18/09/2020;3;0,212;;;R
ES0031607230862002QQ0F;18/09/2020;4;0,218;;;R
ES0031607230862002QQ0F;18/09/2020;5;0,216;;;R
ES0031607230862002QQ0F;18/09/2020;6;0,209;;;R
ES0031607230862002QQ0F;18/09/2020;7;0,211;;;R
ES0031607230862002QQ0F;18/09/2020;8;0,287;;;R
ES0031607230862002QQ0F;18/09/2020;9;0,203;;;R
ES0031607230862002QQ0F;18/09/2020;10;0,203;;;R
ES0031607230862002QQ0F;18/09/2020;11;0,366;;;R
ES0031607230862002QQ0F;18/09/2020;12;0,211;;;R
ES0031607230862002QQ0F;18/09/2020;13;0,211;;;R
ES0031607230862002QQ0F;18/09/2020;14;0,198;;;R
ES0031607230862002QQ0F;18/09/2020;15;0,21;;;R
ES0031607230862002QQ0F;18/09/2020;16;0,323;;;R
ES0031607230862002QQ0F;18/09/2020;17;0,94;;;R
ES0031607230862002QQ0F;18/09/2020;18;0,244;;;R
ES0031607230862002QQ0F;18/09/2020;19;0,215;;;R
ES0031607230862002QQ0F;18/09/2020;20;0,212;;;R
ES0031607230862002QQ0F;18/09/2020;21;0,202;;;R
ES0031607230862002QQ0F;18/09/2020;22;0,544;;;R
ES0031607230862002QQ0F;18/09/2020;23;0,342;;;R
ES0031607230862002QQ0F;18/09/2020;24;0,395;;;R
ES0031607230862002QQ0F;19/09/2020;1;0,351;;;R
ES0031607230862002QQ0F;19/09/2020;2;0,345;;;R
ES0031607230862002QQ0F;19/09/2020;3;0,334;;;R
ES0031607230862002QQ0F;19/09/2020;4;0,326;;;R
ES0031607230862002QQ0F;19/09/2020;5;0,232;;;R
ES0031607230862002QQ0F;19/09/2020;6;0,227;;;R
ES0031607230862002QQ0F;19/09/2020;7;0,225;;;R
ES0031607230862002QQ0F;19/09/2020;8;0,218;;;R
ES0031607230862002QQ0F;19/09/2020;9;0,214;;;R
ES0031607230862002QQ0F;19/09/2020;10;0,217;;;R
ES0031607230862002QQ0F;19/09/2020;11;0,438;;;R
ES0031607230862002QQ0F;19/09/2020;12;0,247;;;R
ES0031607230862002QQ0F;19/09/2020;13;0,21;;;R
ES0031607230862002QQ0F;19/09/2020;14;0,228;;;R
ES0031607230862002QQ0F;19/09/2020;15;0,249;;;R
ES0031607230862002QQ0F;19/09/2020;16;0,22;;;R
ES0031607230862002QQ0F;19/09/2020;17;0,202;;;R
ES0031607230862002QQ0F;19/09/2020;18;0,203;;;R
ES0031607230862002QQ0F;19/09/2020;19;0,207;;;R
ES0031607230862002QQ0F;19/09/2020;20;0,201;;;R
ES0031607230862002QQ0F;19/09/2020;21;0,21;;;R
ES0031607230862002QQ0F;19/09/2020;22;0,243;;;R
ES0031607230862002QQ0F;19/09/2020;23;0,309;;;R
ES0031607230862002QQ0F;19/09/2020;24;0,232;;;R
ES0031607230862002QQ0F;20/09/2020;1;0,224;;;R
ES0031607230862002QQ0F;20/09/2020;2;0,213;;;R
ES0031607230862002QQ0F;20/09/2020;3;0,214;;;R
ES0031607230862002QQ0F;20/09/2020;4;0,219;;;R
ES0031607230862002QQ0F;20/09/2020;5;0,216;;;R
ES0031607230862002QQ0F;20/09/2020;6;0,214;;;R
ES0031607230862002QQ0F;20/09/2020;7;0,212;;;R
ES0031607230862002QQ0F;20/09/2020;8;0,356;;;R
ES0031607230862002QQ0F;20/09/2020;9;0,254;;;R
ES0031607230862002QQ0F;20/09/2020;10;0,205;;;R
ES0031607230862002QQ0F;20/09/2020;11;0,209;;;R
ES0031607230862002QQ0F;20/09/2020;12;0,201;;;R
ES0031607230862002QQ0F;20/09/2020;13;0,199;;;R
ES0031607230862002QQ0F;20/09/2020;14;0,208;;;R
ES0031607230862002QQ0F;20/09/2020;15;0,199;;;R
ES0031607230862002QQ0F;20/09/2020;16;0,2;;;R
ES0031607230862002QQ0F;20/09/2020;17;0,199;;;R
ES0031607230862002QQ0F;20/09/2020;18;0,2;;;R
ES0031607230862002QQ0F;20/09/2020;19;0,204;;;R
ES0031607230862002QQ0F;20/09/2020;20;0,203;;;R
ES0031607230862002QQ0F;20/09/2020;21;0,203;;;R
ES0031607230862002QQ0F;20/09/2020;22;0,204;;;R
ES0031607230862002QQ0F;20/09/2020;23;0,206;;;R
ES0031607230862002QQ0F;20/09/2020;24;0,348;;;R
ES0031607230862002QQ0F;21/09/2020;1;0,225;;;R
ES0031607230862002QQ0F;21/09/2020;2;0,211;;;R
ES0031607230862002QQ0F;21/09/2020;3;0,21;;;R
ES0031607230862002QQ0F;21/09/2020;4;0,216;;;R
ES0031607230862002QQ0F;21/09/2020;5;0,208;;;R
ES0031607230862002QQ0F;21/09/2020;6;0,207;;;R
ES0031607230862002QQ0F;21/09/2020;7;0,205;;;R
ES0031607230862002QQ0F;21/09/2020;8;0,331;;;R
ES0031607230862002QQ0F;21/09/2020;9;0,199;;;R
ES0031607230862002QQ0F;21/09/2020;10;0,202;;;R
ES0031607230862002QQ0F;21/09/2020;11;0,206;;;R
ES0031607230862002QQ0F;21/09/2020;12;0,408;;;R
ES0031607230862002QQ0F;21/09/2020;13;1,034;;;R
ES0031607230862002QQ0F;21/09/2020;14;0,385;;;R
