CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031607230862002QQ0F;29/04/2021;9;0,195;;;R
ES0031607230862002QQ0F;29/04/2021;10;0,199;;;R
ES0031607230862002QQ0F;29/04/2021;11;0,203;;;R
ES0031607230862002QQ0F;29/04/2021;12;0,604;;;R
ES0031607230862002QQ0F;29/04/2021;13;1,026;;;R
ES0031607230862002QQ0F;29/04/2021;14;0,532;;;R
ES0031607230862002QQ0F;29/04/2021;15;0,235;;;R
ES0031607230862002QQ0F;29/04/2021;16;0,274;;;R
ES0031607230862002QQ0F;29/04/2021;17;0,265;;;R
ES0031607230862002QQ0F;29/04/2021;18;0,721;;;R
ES0031607230862002QQ0F;29/04/2021;19;0,641;;;R
ES0031607230862002QQ0F;29/04/2021;20;0,585;;;R
ES0031607230862002QQ0F;29/04/2021;21;0,913;;;R
ES0031607230862002QQ0F;29/04/2021;22;0,732;;;R
ES0031607230862002QQ0F;29/04/2021;23;0,575;;;R
ES0031607230862002QQ0F;29/04/2021;24;0,237;;;R
ES0031607230862002QQ0F;30/04/2021;1;0,224;;;R
ES0031607230862002QQ0F;30/04/2021;2;0,213;;;R
ES0031607230862002QQ0F;30/04/2021;3;0,21;;;R
ES0031607230862002QQ0F;30/04/2021;4;0,214;;;R
ES0031607230862002QQ0F;30/04/2021;5;0,21;;;R
ES0031607230862002QQ0F;30/04/2021;6;0,302;;;R
ES0031607230862002QQ0F;30/04/2021;7;0,319;;;R
ES0031607230862002QQ0F;30/04/2021;8;0,22;;;R
ES0031607230862002QQ0F;30/04/2021;9;0,206;;;R
ES0031607230862002QQ0F;30/04/2021;10;0,202;;;R
ES0031607230862002QQ0F;30/04/2021;11;0,202;;;R
ES0031607230862002QQ0F;30/04/2021;12;0,201;;;R
ES0031607230862002QQ0F;30/04/2021;13;0,2;;;R
ES0031607230862002QQ0F;30/04/2021;14;0,202;;;R
ES0031607230862002QQ0F;30/04/2021;15;0,204;;;R
ES0031607230862002QQ0F;30/04/2021;16;0,205;;;R
ES0031607230862002QQ0F;30/04/2021;17;0,203;;;R
ES0031607230862002QQ0F;30/04/2021;18;0,2;;;R
ES0031607230862002QQ0F;30/04/2021;19;0,2;;;R
ES0031607230862002QQ0F;30/04/2021;20;0,253;;;R
ES0031607230862002QQ0F;30/04/2021;21;0,211;;;R
ES0031607230862002QQ0F;30/04/2021;22;0,307;;;R
ES0031607230862002QQ0F;30/04/2021;23;0,403;;;R
ES0031607230862002QQ0F;30/04/2021;24;0,348;;;R
ES0031607230862002QQ0F;01/05/2021;1;0,23;;;R
ES0031607230862002QQ0F;01/05/2021;2;0,222;;;R
ES0031607230862002QQ0F;01/05/2021;3;0,214;;;R
ES0031607230862002QQ0F;01/05/2021;4;0,214;;;R
ES0031607230862002QQ0F;01/05/2021;5;0,215;;;R
ES0031607230862002QQ0F;01/05/2021;6;0,213;;;R
ES0031607230862002QQ0F;01/05/2021;7;0,214;;;R
ES0031607230862002QQ0F;01/05/2021;8;0,21;;;R
ES0031607230862002QQ0F;01/05/2021;9;0,25;;;R
ES0031607230862002QQ0F;01/05/2021;10;0,259;;;R
ES0031607230862002QQ0F;01/05/2021;11;0,253;;;R
ES0031607230862002QQ0F;01/05/2021;12;0,464;;;R
ES0031607230862002QQ0F;01/05/2021;13;0,444;;;R
ES0031607230862002QQ0F;01/05/2021;14;0,421;;;R
ES0031607230862002QQ0F;01/05/2021;15;0,461;;;R
ES0031607230862002QQ0F;01/05/2021;16;1,26;;;R
ES0031607230862002QQ0F;01/05/2021;17;0,339;;;R
ES0031607230862002QQ0F;01/05/2021;18;0,405;;;R
ES0031607230862002QQ0F;01/05/2021;19;0,4;;;R
ES0031607230862002QQ0F;01/05/2021;20;0,518;;;R
ES0031607230862002QQ0F;01/05/2021;21;0,461;;;R
ES0031607230862002QQ0F;01/05/2021;22;0,392;;;R
ES0031607230862002QQ0F;01/05/2021;23;0,389;;;R
ES0031607230862002QQ0F;01/05/2021;24;0,283;;;R
ES0031607230862002QQ0F;02/05/2021;1;0,295;;;R
ES0031607230862002QQ0F;02/05/2021;2;0,27;;;R
ES0031607230862002QQ0F;02/05/2021;3;0,231;;;R
ES0031607230862002QQ0F;02/05/2021;4;0,229;;;R
ES0031607230862002QQ0F;02/05/2021;5;0,226;;;R
ES0031607230862002QQ0F;02/05/2021;6;0,225;;;R
ES0031607230862002QQ0F;02/05/2021;7;0,225;;;R
ES0031607230862002QQ0F;02/05/2021;8;0,221;;;R
ES0031607230862002QQ0F;02/05/2021;9;0,224;;;R
ES0031607230862002QQ0F;02/05/2021;10;0,216;;;R
ES0031607230862002QQ0F;02/05/2021;11;0,989;;;R
ES0031607230862002QQ0F;02/05/2021;12;0,638;;;R
ES0031607230862002QQ0F;02/05/2021;13;0,295;;;R
ES0031607230862002QQ0F;02/05/2021;14;0,307;;;R
ES0031607230862002QQ0F;02/05/2021;15;0,197;;;R
ES0031607230862002QQ0F;02/05/2021;16;0,198;;;R
ES0031607230862002QQ0F;02/05/2021;17;0,198;;;R
ES0031607230862002QQ0F;02/05/2021;18;0,204;;;R
ES0031607230862002QQ0F;02/05/2021;19;0,203;;;R
ES0031607230862002QQ0F;02/05/2021;20;0,403;;;R
ES0031607230862002QQ0F;02/05/2021;21;0,586;;;R
ES0031607230862002QQ0F;02/05/2021;22;0,447;;;R
ES0031607230862002QQ0F;02/05/2021;23;0,436;;;R
ES0031607230862002QQ0F;02/05/2021;24;0,301;;;R
ES0031607230862002QQ0F;03/05/2021;1;0,25;;;R
ES0031607230862002QQ0F;03/05/2021;2;0,23;;;R
ES0031607230862002QQ0F;03/05/2021;3;0,229;;;R
ES0031607230862002QQ0F;03/05/2021;4;0,232;;;R
ES0031607230862002QQ0F;03/05/2021;5;0,229;;;R
ES0031607230862002QQ0F;03/05/2021;6;0,228;;;R
ES0031607230862002QQ0F;03/05/2021;7;0,391;;;R
ES0031607230862002QQ0F;03/05/2021;8;0,242;;;R
ES0031607230862002QQ0F;03/05/2021;9;0,207;;;R
ES0031607230862002QQ0F;03/05/2021;10;0,206;;;R
ES0031607230862002QQ0F;03/05/2021;11;0,209;;;R
ES0031607230862002QQ0F;03/05/2021;12;0,208;;;R
ES0031607230862002QQ0F;03/05/2021;13;0,209;;;R
ES0031607230862002QQ0F;03/05/2021;14;0,207;;;R
ES0031607230862002QQ0F;03/05/2021;15;0,205;;;R
ES0031607230862002QQ0F;03/05/2021;16;0,207;;;R
ES0031607230862002QQ0F;03/05/2021;17;0,206;;;R
ES0031607230862002QQ0F;03/05/2021;18;0,208;;;R
ES0031607230862002QQ0F;03/05/2021;19;0,207;;;R
ES0031607230862002QQ0F;03/05/2021;20;0,27;;;R
ES0031607230862002QQ0F;03/05/2021;21;0,432;;;R
ES0031607230862002QQ0F;03/05/2021;22;0,452;;;R
ES0031607230862002QQ0F;03/05/2021;23;0,477;;;R
ES0031607230862002QQ0F;03/05/2021;24;0,397;;;R
ES0031607230862002QQ0F;04/05/2021;1;0,234;;;R
ES0031607230862002QQ0F;04/05/2021;2;0,221;;;R
ES0031607230862002QQ0F;04/05/2021;3;0,22;;;R
ES0031607230862002QQ0F;04/05/2021;4;0,219;;;R
ES0031607230862002QQ0F;04/05/2021;5;0,215;;;R
ES0031607230862002QQ0F;04/05/2021;6;0,214;;;R
ES0031607230862002QQ0F;04/05/2021;7;0,213;;;R
ES0031607230862002QQ0F;04/05/2021;8;0,299;;;R
ES0031607230862002QQ0F;04/05/2021;9;0,21;;;R
ES0031607230862002QQ0F;04/05/2021;10;0,209;;;R
ES0031607230862002QQ0F;04/05/2021;11;0,208;;;R
ES0031607230862002QQ0F;04/05/2021;12;0,346;;;R
ES0031607230862002QQ0F;04/05/2021;13;0,558;;;R
ES0031607230862002QQ0F;04/05/2021;14;1,426;;;R
ES0031607230862002QQ0F;04/05/2021;15;0,566;;;R
ES0031607230862002QQ0F;04/05/2021;16;0,86;;;R
ES0031607230862002QQ0F;04/05/2021;17;1,195;;;R
ES0031607230862002QQ0F;04/05/2021;18;0,785;;;R
ES0031607230862002QQ0F;04/05/2021;19;0,641;;;R
ES0031607230862002QQ0F;04/05/2021;20;0,306;;;R
ES0031607230862002QQ0F;04/05/2021;21;0,581;;;R
ES0031607230862002QQ0F;04/05/2021;22;0,396;;;R
ES0031607230862002QQ0F;04/05/2021;23;0,394;;;R
ES0031607230862002QQ0F;04/05/2021;24;0,235;;;R
ES0031607230862002QQ0F;05/05/2021;1;0,229;;;R
ES0031607230862002QQ0F;05/05/2021;2;0,216;;;R
ES0031607230862002QQ0F;05/05/2021;3;0,215;;;R
ES0031607230862002QQ0F;05/05/2021;4;0,258;;;R
ES0031607230862002QQ0F;05/05/2021;5;0,238;;;R
ES0031607230862002QQ0F;05/05/2021;6;0,211;;;R
ES0031607230862002QQ0F;05/05/2021;7;0,208;;;R
ES0031607230862002QQ0F;05/05/2021;8;0,227;;;R
ES0031607230862002QQ0F;05/05/2021;9;0,271;;;R
ES0031607230862002QQ0F;05/05/2021;10;0,206;;;R
ES0031607230862002QQ0F;05/05/2021;11;0,205;;;R
ES0031607230862002QQ0F;05/05/2021;12;0,322;;;R
ES0031607230862002QQ0F;05/05/2021;13;0,246;;;R
ES0031607230862002QQ0F;05/05/2021;14;0,207;;;R
ES0031607230862002QQ0F;05/05/2021;15;0,329;;;R
ES0031607230862002QQ0F;05/05/2021;16;0,27;;;R
ES0031607230862002QQ0F;05/05/2021;17;0,272;;;R
ES0031607230862002QQ0F;05/05/2021;18;0,271;;;R
ES0031607230862002QQ0F;05/05/2021;19;0,224;;;R
ES0031607230862002QQ0F;05/05/2021;20;0,279;;;R
ES0031607230862002QQ0F;05/05/2021;21;0,657;;;R
ES0031607230862002QQ0F;05/05/2021;22;0,451;;;R
ES0031607230862002QQ0F;05/05/2021;23;0,382;;;R
ES0031607230862002QQ0F;05/05/2021;24;0,235;;;R
ES0031607230862002QQ0F;06/05/2021;1;0,242;;;R
ES0031607230862002QQ0F;06/05/2021;2;0,229;;;R
ES0031607230862002QQ0F;06/05/2021;3;0,228;;;R
ES0031607230862002QQ0F;06/05/2021;4;0,229;;;R
ES0031607230862002QQ0F;06/05/2021;5;0,226;;;R
ES0031607230862002QQ0F;06/05/2021;6;0,298;;;R
ES0031607230862002QQ0F;06/05/2021;7;0,346;;;R
ES0031607230862002QQ0F;06/05/2021;8;0,228;;;R
ES0031607230862002QQ0F;06/05/2021;9;0,213;;;R
ES0031607230862002QQ0F;06/05/2021;10;0,548;;;R
ES0031607230862002QQ0F;06/05/2021;11;0,929;;;R
ES0031607230862002QQ0F;06/05/2021;12;0,499;;;R
ES0031607230862002QQ0F;06/05/2021;13;0,315;;;R
ES0031607230862002QQ0F;06/05/2021;14;0,313;;;R
ES0031607230862002QQ0F;06/05/2021;15;1,168;;;R
ES0031607230862002QQ0F;06/05/2021;16;0,348;;;R
ES0031607230862002QQ0F;06/05/2021;17;0,368;;;R
ES0031607230862002QQ0F;06/05/2021;18;0,338;;;R
ES0031607230862002QQ0F;06/05/2021;19;0,319;;;R
ES0031607230862002QQ0F;06/05/2021;20;0,318;;;R
ES0031607230862002QQ0F;06/05/2021;21;0,319;;;R
ES0031607230862002QQ0F;06/05/2021;22;0,416;;;R
ES0031607230862002QQ0F;06/05/2021;23;0,504;;;R
ES0031607230862002QQ0F;06/05/2021;24;0,274;;;R
ES0031607230862002QQ0F;07/05/2021;1;0,239;;;R
ES0031607230862002QQ0F;07/05/2021;2;0,225;;;R
ES0031607230862002QQ0F;07/05/2021;3;0,216;;;R
ES0031607230862002QQ0F;07/05/2021;4;0,217;;;R
ES0031607230862002QQ0F;07/05/2021;5;0,213;;;R
ES0031607230862002QQ0F;07/05/2021;6;0,212;;;R
ES0031607230862002QQ0F;07/05/2021;7;0,209;;;R
ES0031607230862002QQ0F;07/05/2021;8;0,381;;;R
ES0031607230862002QQ0F;07/05/2021;9;0,203;;;R
ES0031607230862002QQ0F;07/05/2021;10;0,205;;;R
ES0031607230862002QQ0F;07/05/2021;11;0,352;;;R
ES0031607230862002QQ0F;07/05/2021;12;0,307;;;R
ES0031607230862002QQ0F;07/05/2021;13;0,328;;;R
ES0031607230862002QQ0F;07/05/2021;14;0,279;;;R
ES0031607230862002QQ0F;07/05/2021;15;0,209;;;R
ES0031607230862002QQ0F;07/05/2021;16;1,231;;;R
ES0031607230862002QQ0F;07/05/2021;17;0,251;;;R
ES0031607230862002QQ0F;07/05/2021;18;0,315;;;R
ES0031607230862002QQ0F;07/05/2021;19;0,315;;;R
ES0031607230862002QQ0F;07/05/2021;20;0,547;;;R
ES0031607230862002QQ0F;07/05/2021;21;0,823;;;R
ES0031607230862002QQ0F;07/05/2021;22;0,273;;;R
ES0031607230862002QQ0F;07/05/2021;23;0,375;;;R
ES0031607230862002QQ0F;07/05/2021;24;0,303;;;R
ES0031607230862002QQ0F;08/05/2021;1;0,339;;;R
ES0031607230862002QQ0F;08/05/2021;2;0,263;;;R
ES0031607230862002QQ0F;08/05/2021;3;0,222;;;R
ES0031607230862002QQ0F;08/05/2021;4;0,219;;;R
ES0031607230862002QQ0F;08/05/2021;5;0,217;;;R
ES0031607230862002QQ0F;08/05/2021;6;0,215;;;R
ES0031607230862002QQ0F;08/05/2021;7;0,213;;;R
ES0031607230862002QQ0F;08/05/2021;8;0,209;;;R
ES0031607230862002QQ0F;08/05/2021;9;0,205;;;R
ES0031607230862002QQ0F;08/05/2021;10;0,624;;;R
ES0031607230862002QQ0F;08/05/2021;11;0,74;;;R
ES0031607230862002QQ0F;08/05/2021;12;0,408;;;R
ES0031607230862002QQ0F;08/05/2021;13;0,204;;;R
ES0031607230862002QQ0F;08/05/2021;14;0,201;;;R
ES0031607230862002QQ0F;08/05/2021;15;0,203;;;R
ES0031607230862002QQ0F;08/05/2021;16;0,202;;;R
ES0031607230862002QQ0F;08/05/2021;17;0,202;;;R
ES0031607230862002QQ0F;08/05/2021;18;0,202;;;R
ES0031607230862002QQ0F;08/05/2021;19;0,202;;;R
ES0031607230862002QQ0F;08/05/2021;20;0,205;;;R
ES0031607230862002QQ0F;08/05/2021;21;0,205;;;R
ES0031607230862002QQ0F;08/05/2021;22;0,254;;;R
ES0031607230862002QQ0F;08/05/2021;23;0,29;;;R
ES0031607230862002QQ0F;08/05/2021;24;0,279;;;R
ES0031607230862002QQ0F;09/05/2021;1;0,233;;;R
ES0031607230862002QQ0F;09/05/2021;2;0,215;;;R
ES0031607230862002QQ0F;09/05/2021;3;0,212;;;R
ES0031607230862002QQ0F;09/05/2021;4;0,213;;;R
ES0031607230862002QQ0F;09/05/2021;5;0,211;;;R
ES0031607230862002QQ0F;09/05/2021;6;0,214;;;R
ES0031607230862002QQ0F;09/05/2021;7;0,349;;;R
ES0031607230862002QQ0F;09/05/2021;8;0,339;;;R
ES0031607230862002QQ0F;09/05/2021;9;0,209;;;R
ES0031607230862002QQ0F;09/05/2021;10;0,206;;;R
ES0031607230862002QQ0F;09/05/2021;11;0,205;;;R
ES0031607230862002QQ0F;09/05/2021;12;0,222;;;R
ES0031607230862002QQ0F;09/05/2021;13;0,35;;;R
ES0031607230862002QQ0F;09/05/2021;14;0,349;;;R
ES0031607230862002QQ0F;09/05/2021;15;0,305;;;R
ES0031607230862002QQ0F;09/05/2021;16;0,973;;;R
ES0031607230862002QQ0F;09/05/2021;17;0,247;;;R
ES0031607230862002QQ0F;09/05/2021;18;0,203;;;R
ES0031607230862002QQ0F;09/05/2021;19;0,324;;;R
ES0031607230862002QQ0F;09/05/2021;20;0,42;;;R
ES0031607230862002QQ0F;09/05/2021;21;0,272;;;R
ES0031607230862002QQ0F;09/05/2021;22;0,237;;;R
ES0031607230862002QQ0F;09/05/2021;23;0,466;;;R
ES0031607230862002QQ0F;09/05/2021;24;0,235;;;R
ES0031607230862002QQ0F;10/05/2021;1;0,233;;;R
ES0031607230862002QQ0F;10/05/2021;2;0,222;;;R
ES0031607230862002QQ0F;10/05/2021;3;0,215;;;R
ES0031607230862002QQ0F;10/05/2021;4;0,221;;;R
ES0031607230862002QQ0F;10/05/2021;5;0,218;;;R
ES0031607230862002QQ0F;10/05/2021;6;0,217;;;R
ES0031607230862002QQ0F;10/05/2021;7;0,215;;;R
ES0031607230862002QQ0F;10/05/2021;8;0,375;;;R
ES0031607230862002QQ0F;10/05/2021;9;0,209;;;R
ES0031607230862002QQ0F;10/05/2021;10;0,209;;;R
ES0031607230862002QQ0F;10/05/2021;11;0,221;;;R
ES0031607230862002QQ0F;10/05/2021;12;0,223;;;R
ES0031607230862002QQ0F;10/05/2021;13;0,575;;;R
ES0031607230862002QQ0F;10/05/2021;14;0,938;;;R
ES0031607230862002QQ0F;10/05/2021;15;0,607;;;R
ES0031607230862002QQ0F;10/05/2021;16;0,598;;;R
ES0031607230862002QQ0F;10/05/2021;17;0,417;;;R
ES0031607230862002QQ0F;10/05/2021;18;0,312;;;R
ES0031607230862002QQ0F;10/05/2021;19;0,462;;;R
ES0031607230862002QQ0F;10/05/2021;20;0,21;;;R
ES0031607230862002QQ0F;10/05/2021;21;0,364;;;R
ES0031607230862002QQ0F;10/05/2021;22;0,415;;;R
ES0031607230862002QQ0F;10/05/2021;23;0,353;;;R
ES0031607230862002QQ0F;10/05/2021;24;0,285;;;R
ES0031607230862002QQ0F;11/05/2021;1;0,227;;;R
ES0031607230862002QQ0F;11/05/2021;2;0,222;;;R
ES0031607230862002QQ0F;11/05/2021;3;0,219;;;R
ES0031607230862002QQ0F;11/05/2021;4;0,221;;;R
ES0031607230862002QQ0F;11/05/2021;5;0,22;;;R
ES0031607230862002QQ0F;11/05/2021;6;0,222;;;R
ES0031607230862002QQ0F;11/05/2021;7;0,215;;;R
ES0031607230862002QQ0F;11/05/2021;8;0,432;;;R
ES0031607230862002QQ0F;11/05/2021;9;0,222;;;R
ES0031607230862002QQ0F;11/05/2021;10;0,209;;;R
ES0031607230862002QQ0F;11/05/2021;11;0,353;;;R
ES0031607230862002QQ0F;11/05/2021;12;0,225;;;R
ES0031607230862002QQ0F;11/05/2021;13;0,255;;;R
ES0031607230862002QQ0F;11/05/2021;14;0,256;;;R
ES0031607230862002QQ0F;11/05/2021;15;0,263;;;R
ES0031607230862002QQ0F;11/05/2021;16;0,216;;;R
ES0031607230862002QQ0F;11/05/2021;17;0,238;;;R
ES0031607230862002QQ0F;11/05/2021;18;0,221;;;R
ES0031607230862002QQ0F;11/05/2021;19;0,212;;;R
ES0031607230862002QQ0F;11/05/2021;20;0,218;;;R
ES0031607230862002QQ0F;11/05/2021;21;0,523;;;R
ES0031607230862002QQ0F;11/05/2021;22;0,463;;;R
ES0031607230862002QQ0F;11/05/2021;23;0,515;;;R
ES0031607230862002QQ0F;11/05/2021;24;0,374;;;R
ES0031607230862002QQ0F;12/05/2021;1;0,26;;;R
ES0031607230862002QQ0F;12/05/2021;2;0,251;;;R
ES0031607230862002QQ0F;12/05/2021;3;0,227;;;R
ES0031607230862002QQ0F;12/05/2021;4;0,229;;;R
ES0031607230862002QQ0F;12/05/2021;5;0,225;;;R
ES0031607230862002QQ0F;12/05/2021;6;0,353;;;R
ES0031607230862002QQ0F;12/05/2021;7;0,294;;;R
ES0031607230862002QQ0F;12/05/2021;8;0,243;;;R
ES0031607230862002QQ0F;12/05/2021;9;0,261;;;R
ES0031607230862002QQ0F;12/05/2021;10;0,21;;;R
ES0031607230862002QQ0F;12/05/2021;11;0,215;;;R
ES0031607230862002QQ0F;12/05/2021;12;0,216;;;R
ES0031607230862002QQ0F;12/05/2021;13;0,208;;;R
ES0031607230862002QQ0F;12/05/2021;14;0,216;;;R
ES0031607230862002QQ0F;12/05/2021;15;0,212;;;R
ES0031607230862002QQ0F;12/05/2021;16;0,208;;;R
ES0031607230862002QQ0F;12/05/2021;17;0,215;;;R
ES0031607230862002QQ0F;12/05/2021;18;0,217;;;R
ES0031607230862002QQ0F;12/05/2021;19;0,214;;;R
ES0031607230862002QQ0F;12/05/2021;20;0,382;;;R
ES0031607230862002QQ0F;12/05/2021;21;0,347;;;R
ES0031607230862002QQ0F;12/05/2021;22;0,325;;;R
ES0031607230862002QQ0F;12/05/2021;23;0,348;;;R
ES0031607230862002QQ0F;12/05/2021;24;0,245;;;R
ES0031607230862002QQ0F;13/05/2021;1;0,233;;;R
ES0031607230862002QQ0F;13/05/2021;2;0,227;;;R
ES0031607230862002QQ0F;13/05/2021;3;0,214;;;R
ES0031607230862002QQ0F;13/05/2021;4;0,217;;;R
ES0031607230862002QQ0F;13/05/2021;5;0,219;;;R
ES0031607230862002QQ0F;13/05/2021;6;0,214;;;R
ES0031607230862002QQ0F;13/05/2021;7;0,211;;;R
ES0031607230862002QQ0F;13/05/2021;8;0,42;;;R
ES0031607230862002QQ0F;13/05/2021;9;0,221;;;R
ES0031607230862002QQ0F;13/05/2021;10;0,212;;;R
ES0031607230862002QQ0F;13/05/2021;11;0,208;;;R
ES0031607230862002QQ0F;13/05/2021;12;0,336;;;R
ES0031607230862002QQ0F;13/05/2021;13;0,224;;;R
ES0031607230862002QQ0F;13/05/2021;14;0,219;;;R
ES0031607230862002QQ0F;13/05/2021;15;0,242;;;R
ES0031607230862002QQ0F;13/05/2021;16;0,251;;;R
ES0031607230862002QQ0F;13/05/2021;17;0,244;;;R
ES0031607230862002QQ0F;13/05/2021;18;0,278;;;R
ES0031607230862002QQ0F;13/05/2021;19;0,279;;;R
ES0031607230862002QQ0F;13/05/2021;20;0,279;;;R
ES0031607230862002QQ0F;13/05/2021;21;0,404;;;R
ES0031607230862002QQ0F;13/05/2021;22;0,512;;;R
ES0031607230862002QQ0F;13/05/2021;23;0,507;;;R
ES0031607230862002QQ0F;13/05/2021;24;0,385;;;R
ES0031607230862002QQ0F;14/05/2021;1;0,347;;;R
ES0031607230862002QQ0F;14/05/2021;2;0,239;;;R
ES0031607230862002QQ0F;14/05/2021;3;0,232;;;R
ES0031607230862002QQ0F;14/05/2021;4;0,228;;;R
ES0031607230862002QQ0F;14/05/2021;5;0,222;;;R
ES0031607230862002QQ0F;14/05/2021;6;0,225;;;R
ES0031607230862002QQ0F;14/05/2021;7;0,226;;;R
ES0031607230862002QQ0F;14/05/2021;8;0,396;;;R
ES0031607230862002QQ0F;14/05/2021;9;0,212;;;R
ES0031607230862002QQ0F;14/05/2021;10;0,646;;;R
ES0031607230862002QQ0F;14/05/2021;11;0,559;;;R
ES0031607230862002QQ0F;14/05/2021;12;0,277;;;R
ES0031607230862002QQ0F;14/05/2021;13;0,218;;;R
ES0031607230862002QQ0F;14/05/2021;14;0,22;;;R
ES0031607230862002QQ0F;14/05/2021;15;0,272;;;R
ES0031607230862002QQ0F;14/05/2021;16;1,296;;;R
ES0031607230862002QQ0F;14/05/2021;17;0,267;;;R
ES0031607230862002QQ0F;14/05/2021;18;0,311;;;R
ES0031607230862002QQ0F;14/05/2021;19;0,294;;;R
ES0031607230862002QQ0F;14/05/2021;20;0,483;;;R
ES0031607230862002QQ0F;14/05/2021;21;0,448;;;R
ES0031607230862002QQ0F;14/05/2021;22;0,39;;;R
ES0031607230862002QQ0F;14/05/2021;23;0,385;;;R
ES0031607230862002QQ0F;14/05/2021;24;0,329;;;R
ES0031607230862002QQ0F;15/05/2021;1;0,295;;;R
ES0031607230862002QQ0F;15/05/2021;2;0,224;;;R
ES0031607230862002QQ0F;15/05/2021;3;0,236;;;R
ES0031607230862002QQ0F;15/05/2021;4;0,222;;;R
ES0031607230862002QQ0F;15/05/2021;5;0,221;;;R
ES0031607230862002QQ0F;15/05/2021;6;0,219;;;R
ES0031607230862002QQ0F;15/05/2021;7;0,216;;;R
ES0031607230862002QQ0F;15/05/2021;8;0,396;;;R
ES0031607230862002QQ0F;15/05/2021;9;0,271;;;R
ES0031607230862002QQ0F;15/05/2021;10;0,209;;;R
ES0031607230862002QQ0F;15/05/2021;11;0,21;;;R
ES0031607230862002QQ0F;15/05/2021;12;0,207;;;R
ES0031607230862002QQ0F;15/05/2021;13;0,278;;;R
ES0031607230862002QQ0F;15/05/2021;14;0,252;;;R
ES0031607230862002QQ0F;15/05/2021;15;0,202;;;R
ES0031607230862002QQ0F;15/05/2021;16;0,21;;;R
ES0031607230862002QQ0F;15/05/2021;17;0,2;;;R
ES0031607230862002QQ0F;15/05/2021;18;0,208;;;R
ES0031607230862002QQ0F;15/05/2021;19;0,203;;;R
ES0031607230862002QQ0F;15/05/2021;20;0,203;;;R
ES0031607230862002QQ0F;15/05/2021;21;0,337;;;R
ES0031607230862002QQ0F;15/05/2021;22;0,391;;;R
ES0031607230862002QQ0F;15/05/2021;23;0,395;;;R
ES0031607230862002QQ0F;15/05/2021;24;0,308;;;R
ES0031607230862002QQ0F;16/05/2021;1;0,381;;;R
ES0031607230862002QQ0F;16/05/2021;2;0,278;;;R
ES0031607230862002QQ0F;16/05/2021;3;0,214;;;R
ES0031607230862002QQ0F;16/05/2021;4;0,224;;;R
ES0031607230862002QQ0F;16/05/2021;5;0,215;;;R
ES0031607230862002QQ0F;16/05/2021;6;0,268;;;R
ES0031607230862002QQ0F;16/05/2021;7;0,229;;;R
ES0031607230862002QQ0F;16/05/2021;8;0,214;;;R
ES0031607230862002QQ0F;16/05/2021;9;0,204;;;R
ES0031607230862002QQ0F;16/05/2021;10;0,212;;;R
ES0031607230862002QQ0F;16/05/2021;11;0,222;;;R
ES0031607230862002QQ0F;16/05/2021;12;0,207;;;R
ES0031607230862002QQ0F;16/05/2021;13;0,282;;;R
ES0031607230862002QQ0F;16/05/2021;14;0,475;;;R
ES0031607230862002QQ0F;16/05/2021;15;1,256;;;R
ES0031607230862002QQ0F;16/05/2021;16;0,784;;;R
ES0031607230862002QQ0F;16/05/2021;17;0,489;;;R
ES0031607230862002QQ0F;16/05/2021;18;0,901;;;R
ES0031607230862002QQ0F;16/05/2021;19;0,252;;;R
ES0031607230862002QQ0F;16/05/2021;20;0,247;;;R
ES0031607230862002QQ0F;16/05/2021;21;0,294;;;R
ES0031607230862002QQ0F;16/05/2021;22;0,321;;;R
ES0031607230862002QQ0F;16/05/2021;23;0,265;;;R
ES0031607230862002QQ0F;16/05/2021;24;0,338;;;R
ES0031607230862002QQ0F;17/05/2021;1;0,388;;;R
ES0031607230862002QQ0F;17/05/2021;2;0,247;;;R
ES0031607230862002QQ0F;17/05/2021;3;0,219;;;R
ES0031607230862002QQ0F;17/05/2021;4;0,222;;;R
ES0031607230862002QQ0F;17/05/2021;5;0,217;;;R
ES0031607230862002QQ0F;17/05/2021;6;0,215;;;R
ES0031607230862002QQ0F;17/05/2021;7;0,212;;;R
ES0031607230862002QQ0F;17/05/2021;8;0,429;;;R
ES0031607230862002QQ0F;17/05/2021;9;0,215;;;R
ES0031607230862002QQ0F;17/05/2021;10;0,211;;;R
ES0031607230862002QQ0F;17/05/2021;11;0,339;;;R
ES0031607230862002QQ0F;17/05/2021;12;0,219;;;R
ES0031607230862002QQ0F;17/05/2021;13;0,206;;;R
ES0031607230862002QQ0F;17/05/2021;14;0,204;;;R
ES0031607230862002QQ0F;17/05/2021;15;0,211;;;R
ES0031607230862002QQ0F;17/05/2021;16;0,284;;;R
ES0031607230862002QQ0F;17/05/2021;17;0,219;;;R
ES0031607230862002QQ0F;17/05/2021;18;0,209;;;R
ES0031607230862002QQ0F;17/05/2021;19;0,375;;;R
ES0031607230862002QQ0F;17/05/2021;20;0,816;;;R
ES0031607230862002QQ0F;17/05/2021;21;0,665;;;R
ES0031607230862002QQ0F;17/05/2021;22;0,474;;;R
ES0031607230862002QQ0F;17/05/2021;23;0,478;;;R
ES0031607230862002QQ0F;17/05/2021;24;0,392;;;R
ES0031607230862002QQ0F;18/05/2021;1;0,284;;;R
